#Distances    VirialMass
45.2452855918  1446260000.0
49.3575883262  1446260000.0
48.664882725  1446260000.0
58.0923852351  740486000000.0
49.1494120806  1446260000.0
50.1639129614  1446260000.0
54.64483063  1443900000.0
64.185563154  739276000000.0
49.6949773168  1443900000.0
56.4926885341  1441540000.0
48.9080866281  1441540000.0
49.4987940149  1441540000.0
54.6859643319  1441540000.0
48.5895266231  1441540000.0
45.2025496884  1441540000.0
46.3193887932  1441540000.0
48.9702536189  1439170000.0
55.1993372183  1439170000.0
47.2404151881  1439170000.0
47.219153519  1439170000.0
52.2377199013  1436810000.0
45.0424738194  1436810000.0
52.4911938119  1436810000.0
45.1480436905  1434450000.0
66.3107587464  734436000000.0
48.9966376835  1434450000.0
45.6304819493  1434450000.0
50.3327578672  1434450000.0
45.7564956602  1434450000.0
48.4533526204  4312790000.0
57.8143591252  1432080000.0
54.4452332151  1432080000.0
51.1863194104  1432080000.0
47.9538628761  14285400000.0
55.4449927047  1432080000.0
47.1428755173  1432080000.0
46.8024162434  1878720000.0
48.7628295063  1432080000.0
53.8232914747  733226000000.0
80.460050892  732016000000.0
46.9282182456  1429720000.0
45.3535906465  1429720000.0
45.2104468303  1429720000.0
49.8596309645  1429720000.0
47.6774820966  1429720000.0
55.0395494207  1429720000.0
48.9660189631  730806000000.0
51.192935055  730806000000.0
54.2798890877  1427360000.0
47.8034239131  1427360000.0
47.1155149139  1427360000.0
57.7308471778  2417530000.0
49.3143296348  1424990000.0
45.166573782  1424990000.0
51.8926827268  1424990000.0
47.1775328328  728387000000.0
50.5481955355  1422630000.0
50.2121770228  1422630000.0
46.7626754594  1422630000.0
46.9968370574  1472260000.0
46.1319191739  1420270000.0
51.4739501857  1420270000.0
45.3192138963  1420270000.0
46.3137825776  1420270000.0
54.2126748232  1420270000.0
44.9180525174  1420270000.0
47.6032643735  1420270000.0
55.561972673  1417900000.0
46.0174009219  1417900000.0
49.8074283948  1417900000.0
54.1069314241  1415540000.0
48.7834438566  1415540000.0
56.1380930023  1415540000.0
47.3473712877  1415540000.0
45.9663128656  1413180000.0
46.5908420773  1413180000.0
49.2531741378  723547000000.0
47.2860365845  723547000000.0
57.8755630247  723547000000.0
74.0689321501  722337000000.0
48.0869425386  1410810000.0
57.0387763737  15273200000.0
60.8345156681  722337000000.0
55.2861549338  1410810000.0
53.9679023708  1410810000.0
50.095068471  1408450000.0
50.036069167  1408450000.0
48.79899096  1408450000.0
53.1524180614  1408450000.0
50.0502331304  1408450000.0
51.3429695632  1408450000.0
45.4829458549  1408450000.0
57.9786164958  1408450000.0
44.7053228001  1408450000.0
45.1561316237  1408450000.0
48.4558106365  1408450000.0
51.7974786081  1406090000.0
46.4388788348  1406090000.0
54.6732137804  1406090000.0
59.2816532952  6087530000.0
51.0598242203  9774080000.0
55.2112188056  1403720000.0
48.6901580381  1403720000.0
56.2974778704  1403720000.0
51.5366223999  1403720000.0
56.015030476  2578220000.0
78.6106067898  717497000000.0
57.2655866905  1401360000.0
47.6716354318  1401360000.0
46.1400740888  1401360000.0
49.3291061245  1401360000.0
52.9926987579  1401360000.0
49.6929523124  4674360000.0
52.9895816049  1399000000.0
44.9099210115  1399000000.0
53.327268143  1399000000.0
81.2288324347  715077000000.0
46.7694408485  1396640000.0
46.9087086324  1396640000.0
48.4868278504  1396640000.0
46.348645598  1396640000.0
45.9882304132  1396640000.0
50.4966454981  1394270000.0
55.8681180667  1394270000.0
47.8664770785  1391910000.0
49.7994642643  1391910000.0
47.8235810845  3459680000.0
45.9484754159  1391910000.0
57.5725440168  1408450000.0
50.4946414188  712657000000.0
33.1795437446  711447000000.0
46.7276472974  1389550000.0
49.2341113245  1389550000.0
45.5044208354  1389550000.0
45.0798219381  1389550000.0
55.342318907  1387180000.0
51.3131473062  1387180000.0
46.8652488754  1387180000.0
65.8201689159  710237000000.0
46.1784482665  1387180000.0
47.1590850926  1387180000.0
49.494865231  1387180000.0
51.5546038846  1387180000.0
52.732616956  1384820000.0
44.3509291503  8894980000.0
49.6801035115  1732210000.0
52.5574384552  1384820000.0
57.5765564807  1384820000.0
56.5895614868  1384820000.0
45.8579704177  1384820000.0
46.2006383213  1384820000.0
50.321380013  1384820000.0
53.6021091244  709027000000.0
50.9395869545  1382460000.0
44.1652835516  199889000000.0
53.398025657  707818000000.0
48.0683549059  1382460000.0
49.1226158823  1380090000.0
54.0259835674  2124490000.0
49.6006954514  1380090000.0
47.611157646  1380090000.0
51.1730057758  1380090000.0
45.3304968244  1377730000.0
48.8610166594  1377730000.0
50.482447612  1377730000.0
53.9248565542  3081580000.0
46.7887910216  1377730000.0
56.1814412937  1377730000.0
46.8616886751  1377730000.0
51.8498088481  1377730000.0
52.7691599218  1377730000.0
50.0129342997  1377730000.0
67.5650689206  704188000000.0
50.4013983909  1375370000.0
49.2031246633  1375370000.0
46.8441536576  1375370000.0
47.8130049053  1375370000.0
45.6758435091  3606200000.0
51.7132942691  1373000000.0
47.3528345214  1786560000.0
44.8443511139  1373000000.0
46.4853436021  1373000000.0
56.1070315483  1373000000.0
52.8260246475  1370640000.0
46.162192875  1370640000.0
59.2088312574  1982700000.0
52.3570649058  1370640000.0
50.3436793596  1370640000.0
48.2666750953  1370640000.0
55.1074225339  4910670000.0
49.6421891018  1368280000.0
51.9706854036  1368280000.0
53.9927283404  700558000000.0
48.3183580258  1368280000.0
49.717062766  1368280000.0
48.3563624315  1368280000.0
52.957646761  700558000000.0
46.6508838889  1432080000.0
52.7164339  1365910000.0
48.5916321678  1365910000.0
56.510027328  2110310000.0
49.3929670108  1365910000.0
54.90808986  1365910000.0
50.0668170752  1363550000.0
47.4915059179  1363550000.0
46.0496319431  1363550000.0
47.7080836934  1363550000.0
80.1999498203  696928000000.0
47.1292624794  1361190000.0
43.9421117342  1625860000.0
54.6968566441  1361190000.0
57.5706329681  1361190000.0
44.0547333612  9481050000.0
47.8794382001  2913790000.0
49.7868694726  1358820000.0
51.2597717582  1358820000.0
50.0628468414  1358820000.0
54.0819781769  1358820000.0
53.4645527569  695718000000.0
44.3363742562  1623500000.0
48.0769002307  1358820000.0
35.1037793131  694508000000.0
47.0636527307  1356460000.0
54.9573692218  1356460000.0
53.0963222101  1356460000.0
54.2691319934  1356460000.0
48.0298498892  1354100000.0
44.0102757567  3719630000.0
51.0348284135  1354100000.0
54.5792313941  1354100000.0
57.965173916  1602230000.0
50.9305813108  1354100000.0
57.6508174971  1351730000.0
52.1940824966  1450990000.0
47.1084464214  1351730000.0
90.5162334058  692088000000.0
40.8374967717  692088000000.0
49.4595829918  1351730000.0
56.5006696107  3187920000.0
46.3747511695  3105210000.0
49.8208373405  1351730000.0
54.4025315828  1351730000.0
47.1350329086  1349370000.0
44.8217674364  1349370000.0
45.0507575634  1349370000.0
55.9322879182  1349370000.0
46.8514147204  1349370000.0
53.4064295339  1349370000.0
55.1793474768  1347010000.0
44.5802361736  1462800000.0
44.9004483979  1347010000.0
49.5618324536  1347010000.0
52.5784036802  1347010000.0
53.0833995216  1344650000.0
46.8299994416  1344650000.0
45.6416667912  140183000000.0
57.1620609034  1344650000.0
47.4227108937  1344650000.0
51.1487452224  1344650000.0
46.7077758425  1342280000.0
46.391024449  1342280000.0
52.5918340394  2715290000.0
55.0284760381  1339920000.0
46.1292045233  1339920000.0
43.957530252  686039000000.0
45.1480905176  1339920000.0
55.0183927467  1339920000.0
50.7429655527  1339920000.0
54.7979213316  1521880000.0
46.4782155457  1339920000.0
54.2660516527  1339920000.0
52.3823097911  1472260000.0
57.4753137394  1337560000.0
44.6025236495  1337560000.0
45.8445956734  1337560000.0
55.1785249163  561854000000.0
49.0386338794  1337560000.0
46.1925430449  1337560000.0
51.7733069801  1337560000.0
47.0833354895  1337560000.0
54.2442707415  1337560000.0
49.8397943046  1335190000.0
50.0131369223  1335190000.0
47.1877133758  1335190000.0
54.6855192091  683619000000.0
51.2293667959  1335190000.0
51.2343008459  1332830000.0
44.9862653737  1332830000.0
49.2332477715  1332830000.0
56.3177522617  3714910000.0
49.5799629459  1332830000.0
47.349854898  1332830000.0
46.093857932  1332830000.0
62.4975491234  682409000000.0
54.5589937126  1332830000.0
22.2587860936  682409000000.0
50.1452787105  1332830000.0
48.2613915896  1330470000.0
45.1620003271  1330470000.0
47.9075528188  1330470000.0
54.4181301956  1330470000.0
51.132232281  1330470000.0
6.53491896924  681199000000.0
51.0854113915  1330470000.0
45.169395792  1377730000.0
81.4834576712  679989000000.0
53.341435204  1328100000.0
76.6449985927  679989000000.0
52.6157012224  3164290000.0
51.1498371519  1328100000.0
46.1338345066  1328100000.0
56.2619917717  1394270000.0
47.6555995314  1328100000.0
67.7114943257  678779000000.0
44.3650476439  678779000000.0
46.916858734  1325740000.0
50.5474468019  1325740000.0
54.2100269317  1325740000.0
47.0336592676  1325740000.0
50.6400493848  1325740000.0
43.8517811336  7344740000.0
49.7971206413  1323380000.0
51.9766408776  7377830000.0
55.8654887786  1323380000.0
52.1740652957  1571510000.0
53.2588295956  1323380000.0
47.5818501532  1323380000.0
49.790801398  1321010000.0
55.2181761652  1321010000.0
47.184239042  1321010000.0
50.4336788222  1321010000.0
47.8575839216  1318650000.0
53.7469235837  1318650000.0
47.9564127809  1318650000.0
46.7731917544  1318650000.0
51.3151372619  1318650000.0
53.3562600797  1316290000.0
55.8534856592  1316290000.0
55.6443523436  1812550000.0
44.0224391258  1531340000.0
51.3834414975  1316290000.0
46.3933297238  1316290000.0
48.0373892608  1316290000.0
46.96207716  1316290000.0
52.8047175326  1316290000.0
52.2348154369  1316290000.0
63.4378259516  673939000000.0
53.3756420063  1316290000.0
52.9735263589  6475090000.0
49.3547422672  1313920000.0
47.4249540546  1313920000.0
49.6193324071  1313920000.0
47.8903422791  1313920000.0
76.5867183085  672729000000.0
50.6682347185  1313920000.0
57.1596138157  1313920000.0
53.3477007502  1311560000.0
51.7556908443  1311560000.0
50.988084334  1311560000.0
51.812710169  1311560000.0
49.3262269996  1311560000.0
47.616120521  2287550000.0
50.3184854309  1311560000.0
47.2996583147  1309200000.0
49.3584289129  1309200000.0
88.1984134283  670309000000.0
46.4523940912  1309200000.0
50.7645971611  1309200000.0
52.2230249783  1309200000.0
45.7245155745  1309200000.0
57.0874541693  1309200000.0
54.3554461512  1306830000.0
54.5948428942  1306830000.0
47.8097040521  1306830000.0
46.3275593257  1306830000.0
56.343054233  1306830000.0
53.8232951436  1306830000.0
47.7406346132  1304470000.0
48.3307674321  1304470000.0
47.722448914  1304470000.0
54.9095434018  1304470000.0
51.9199956207  1354100000.0
52.8131671784  1302110000.0
55.1477216034  1302110000.0
45.7842957259  1302110000.0
45.0890259049  1302110000.0
45.2633270209  1299750000.0
44.3912762392  1332830000.0
47.0974403326  1299750000.0
57.9743763176  1299750000.0
51.7324453444  1299750000.0
47.387090171  1297380000.0
85.6159073034  664260000000.0
55.1002202705  1297380000.0
51.5942057051  1297380000.0
50.0221770188  1297380000.0
56.49852546  664260000000.0
50.8733233173  1295020000.0
54.5601707851  1295020000.0
56.0502576768  1295020000.0
46.9433176496  1295020000.0
55.4687514454  1758200000.0
50.8401241493  1295020000.0
64.995686467  661840000000.0
56.3449710739  661840000000.0
48.8335397213  1292660000.0
58.2231562178  1424990000.0
50.1227725842  3178470000.0
50.5470724829  1292660000.0
50.2318819256  1292660000.0
48.5754894649  1290290000.0
85.7918523613  660630000000.0
47.5004766511  1290290000.0
49.2876231418  660630000000.0
49.90864581  1290290000.0
48.4051030329  1323380000.0
53.3481607833  1290290000.0
54.5345145668  1290290000.0
55.5741266737  1287930000.0
54.2176024709  1287930000.0
53.0496100453  1287930000.0
50.1225024165  1304470000.0
62.7783589366  659420000000.0
49.9907717124  1287930000.0
54.3229151331  1285570000.0
51.6230880079  1285570000.0
48.5427342832  1285570000.0
55.7832971073  1285570000.0
46.3803874499  1285570000.0
47.3294054988  2261560000.0
47.2012168717  1285570000.0
54.4361400201  1285570000.0
63.5712590975  658210000000.0
56.6322156813  1980340000.0
52.0865975079  1283200000.0
54.3129410607  1283200000.0
55.3671695735  1415540000.0
53.9806938717  657000000000.0
48.6621541782  1283200000.0
51.2847933356  1283200000.0
47.8280908665  1283200000.0
47.2564132433  1280840000.0
46.9062426243  1280840000.0
52.9158723164  1280840000.0
52.2191339074  1280840000.0
46.6771080129  1280840000.0
55.5081525967  1280840000.0
44.9952935682  1280840000.0
48.9722198129  1278480000.0
50.1588592213  1278480000.0
69.0600131503  654580000000.0
45.4581036935  1278480000.0
55.3119250406  1278480000.0
54.0550912284  1276110000.0
51.0285338483  1276110000.0
46.1632846813  1276110000.0
54.2391546387  1276110000.0
44.9577651384  1276110000.0
53.9777549965  1276110000.0
56.2454094315  1276110000.0
53.3165941024  1276110000.0
86.6798753347  653370000000.0
46.5814694718  1273750000.0
50.9676881638  1273750000.0
46.9160881245  1273750000.0
54.4574692202  1273750000.0
56.4232205864  3868510000.0
47.0100500179  1271390000.0
45.4508170793  1271390000.0
47.9342121868  1271390000.0
55.8386088552  1271390000.0
52.4907579503  1271390000.0
47.4070431333  1271390000.0
52.9999154713  1302110000.0
46.7235835592  2162300000.0
49.5603873131  1269020000.0
46.950253721  1269020000.0
53.650272345  1269020000.0
45.970496242  1269020000.0
54.8873909795  1269020000.0
50.0163702743  1266660000.0
48.6725048658  1266660000.0
53.6006252372  1266660000.0
51.2262411816  1266660000.0
57.94249485  1498250000.0
48.6182055537  1266660000.0
46.7227758801  1264300000.0
58.0904955486  647320000000.0
44.3832339891  1975610000.0
48.8286912732  1264300000.0
47.7150460394  1264300000.0
57.602858364  1264300000.0
49.2652546387  1264300000.0
56.0594495702  1264300000.0
50.3095337122  1261930000.0
48.9877274462  1261930000.0
46.1598743587  1261930000.0
49.3491253321  1261930000.0
80.8330097727  646110000000.0
53.6678580596  1261930000.0
47.9376621088  1261930000.0
46.0642969568  1259570000.0
92.6221597204  644900000000.0
79.6012883893  644900000000.0
53.1534937705  1259570000.0
51.8326814737  1259570000.0
51.1197188873  1257210000.0
55.0049639226  1257210000.0
56.7814849385  1257210000.0
51.9987340836  1257210000.0
54.9034240075  1257210000.0
47.2652169098  1257210000.0
55.6744168906  1257210000.0
46.1052879892  1254840000.0
57.1374032655  1254840000.0
57.1031581363  1254840000.0
49.6521379458  1254840000.0
52.4897363395  2559320000.0
47.4508322498  1252480000.0
46.8117477273  1269020000.0
50.3646433777  1252480000.0
45.4489321794  1252480000.0
45.0971909284  1269020000.0
46.2288197497  1252480000.0
52.8031324951  1252480000.0
56.0233339929  1252480000.0
56.6170911001  2540410000.0
56.7037392741  1250120000.0
52.4859183073  1928350000.0
53.2083823824  1250120000.0
30.2077624746  640061000000.0
47.639804033  1250120000.0
49.4471240593  1250120000.0
54.3848135076  1250120000.0
49.1058022681  1250120000.0
47.3320045293  1481710000.0
46.8437943462  1250120000.0
54.6843679023  1247760000.0
45.9384013448  1247760000.0
52.9692182061  1247760000.0
49.2839412912  1247760000.0
52.3605937163  1247760000.0
52.3416915993  1247760000.0
53.4816140618  1245390000.0
48.9189759029  1245390000.0
51.047831058  1245390000.0
45.4329343949  1245390000.0
44.90341126  1245390000.0
53.0872851955  3362790000.0
54.4434895655  1245390000.0
47.7985022945  1245390000.0
49.1307367276  1243030000.0
45.5387849579  1606960000.0
53.1108445161  1243030000.0
51.9470433166  1243030000.0
47.6274924529  1507700000.0
54.0812343853  1240670000.0
81.9742401051  635221000000.0
50.8890524691  1240670000.0
47.1608663624  1240670000.0
46.1545096399  1240670000.0
50.4218422483  1240670000.0
56.3626420411  1240670000.0
53.6342905899  1240670000.0
55.4500975806  1240670000.0
47.0582089772  1238300000.0
67.6904178627  634011000000.0
53.3903570612  4414410000.0
51.7626143336  1238300000.0
49.5314409072  1235940000.0
51.7418642323  1235940000.0
49.881686027  1233580000.0
55.7096730045  631591000000.0
54.349992282  1233580000.0
52.4492117531  1233580000.0
47.23608849  1233580000.0
45.0928306327  1233580000.0
50.3134418125  1233580000.0
53.5014218707  1233580000.0
45.9750537056  1231210000.0
46.9469428081  1231210000.0
52.9730148087  1231210000.0
52.1032701656  1810190000.0
46.6548863149  1231210000.0
51.8679330182  1231210000.0
51.7395669538  1347010000.0
54.346829079  1228850000.0
53.8687269861  1228850000.0
46.4054270248  1228850000.0
54.5471180056  1228850000.0
54.6451404322  1394270000.0
53.04780507  71632500000.0
49.1922301722  1226490000.0
54.6569219612  1226490000.0
51.2965232253  1226490000.0
51.7382719991  1226490000.0
52.9700546235  1226490000.0
54.2445201928  1226490000.0
47.107446694  1226490000.0
53.3238817045  1226490000.0
16.5967992879  626751000000.0
48.2574648554  1224120000.0
74.7513686524  626751000000.0
50.2726813104  1224120000.0
55.6722129106  1604590000.0
51.099980571  1221760000.0
58.0185393398  1370640000.0
54.5477617051  1221760000.0
51.5003043187  625541000000.0
55.0421533058  5853580000.0
46.2688932424  1221760000.0
47.0115428613  1221760000.0
47.8959505128  1219400000.0
49.9230162016  1219400000.0
53.7999066239  1219400000.0
49.4231327341  1219400000.0
50.3862885842  1219400000.0
45.5528903168  1219400000.0
51.9512063435  6794120000.0
44.3313876868  1897630000.0
54.8147821021  1219400000.0
48.0804418286  1219400000.0
53.575410335  1217030000.0
56.3806283645  5071370000.0
53.0747866335  1217030000.0
44.2870507526  3566030000.0
56.661499458  1382460000.0
52.0044029179  1217030000.0
46.9237329998  1214670000.0
55.352165352  1214670000.0
52.0869629861  1214670000.0
54.8111777769  1280840000.0
48.4553310144  1214670000.0
54.5439846764  1214670000.0
45.3310259718  1214670000.0
45.7480753377  1214670000.0
45.0686567597  2124490000.0
46.4496380957  1212310000.0
46.1393337225  1212310000.0
54.0132551929  1212310000.0
54.2645632896  1212310000.0
43.7401014778  18151500000.0
54.9979339076  1212310000.0
51.1258413743  1212310000.0
47.0087040931  1209940000.0
47.0054490403  1209940000.0
49.3959698491  1209940000.0
82.9890190243  619492000000.0
52.1845604375  1209940000.0
52.2783838613  1209940000.0
48.4763489005  1209940000.0
45.1902658365  1209940000.0
54.4870980146  1209940000.0
73.6911165907  619492000000.0
53.0991908027  1209940000.0
54.6579311972  1209940000.0
100.348546068  619492000000.0
47.9967929062  1786560000.0
53.6442983798  1207580000.0
45.4603704442  1207580000.0
51.0759693103  1207580000.0
47.0797714408  1207580000.0
47.044364843  1207580000.0
47.4992031949  1205220000.0
47.9144972276  1205220000.0
46.457590382  1205220000.0
56.9138900539  617072000000.0
70.0169852355  615862000000.0
53.8915469759  1202850000.0
44.9634142522  1202850000.0
54.5374336221  1202850000.0
45.088815585  1200490000.0
47.3314999351  1200490000.0
50.2311877115  8859530000.0
47.0580940238  1200490000.0
51.1820775709  1200490000.0
75.673956686  614652000000.0
54.9277404475  1200490000.0
47.6270302377  1200490000.0
51.916406052  1200490000.0
56.0258199093  1200490000.0
54.7403424982  1200490000.0
54.1785436779  1200490000.0
46.7920776399  1200490000.0
44.7701889957  1200490000.0
48.1558131151  1198130000.0
44.7500151324  1198130000.0
48.6668749003  1198130000.0
54.4884421195  1198130000.0
46.235201154  1198130000.0
51.1683745358  1195770000.0
54.7186229373  1195770000.0
51.3991373513  1195770000.0
45.5756581947  1195770000.0
50.2297634061  1195770000.0
46.463725684  1195770000.0
55.5884403063  1195770000.0
51.6557379935  1195770000.0
46.324940084  1193400000.0
47.9323053964  1226490000.0
49.800434064  1193400000.0
49.3248176274  1193400000.0
51.9975078034  611022000000.0
47.1234234481  1193400000.0
54.2803918437  1193400000.0
58.3873010874  611022000000.0
54.0915955068  1193400000.0
52.6423385556  1193400000.0
48.2149328861  1193400000.0
54.4483391241  1191040000.0
47.0081521844  1191040000.0
44.7971168977  1191040000.0
54.8903138371  1191040000.0
46.1739097195  1191040000.0
55.8931501311  1191040000.0
46.9407293492  1191040000.0
50.1817164286  1191040000.0
45.3862430844  1191040000.0
49.5523848033  1191040000.0
45.0607137876  1191040000.0
52.0660513198  1191040000.0
47.1180108494  1191040000.0
53.6522982236  1191040000.0
54.1117488064  1191040000.0
52.0732768486  1188680000.0
44.888974924  1188680000.0
49.9976098998  1188680000.0
85.8731574579  608602000000.0
49.2983757622  1188680000.0
52.5936839267  1188680000.0
50.6799159879  1188680000.0
47.0975250896  1188680000.0
55.3354824223  1186310000.0
55.8048289366  1186310000.0
50.3846934364  1186310000.0
53.5441042277  9986770000.0
56.8725062643  1186310000.0
44.5530381713  18059400000.0
47.231924329  9126570000.0
53.7719152989  1186310000.0
53.2957383692  1183950000.0
50.4264301955  606182000000.0
46.4759162776  1183950000.0
50.4468279742  1183950000.0
52.6996866228  1183950000.0
69.9094553647  606182000000.0
47.8037842231  1183950000.0
54.077834051  1183950000.0
52.8356987555  1183950000.0
54.298255746  1183950000.0
53.0742316728  1183950000.0
44.6301032076  1231210000.0
47.0608133247  1181590000.0
46.4313917001  1181590000.0
51.2831478942  1181590000.0
48.9110652547  1181590000.0
55.1754905318  1181590000.0
53.6010805199  1181590000.0
47.1070491758  1181590000.0
17.0251757589  604972000000.0
53.2461355229  1181590000.0
61.4165554751  604972000000.0
48.1655809231  1179220000.0
48.2943160399  1179220000.0
48.086954958  1179220000.0
45.7722751002  1179220000.0
47.2214831331  1278480000.0
46.8330350737  1176860000.0
56.0419447697  1176860000.0
52.3922814389  1176860000.0
96.3273294852  602552000000.0
50.2121351312  1193400000.0
50.7791751831  1176860000.0
54.5359107148  1174500000.0
48.0245830435  1174500000.0
45.0822937165  1174500000.0
47.0294638198  1174500000.0
44.9796947077  1174500000.0
55.0429825333  1174500000.0
51.373314207  1174500000.0
51.6861873453  1174500000.0
47.4957586865  1174500000.0
55.8773477653  1174500000.0
55.3326836674  1174500000.0
46.1611276588  1174500000.0
51.6449224372  1174500000.0
55.4805548225  1174500000.0
49.7394160208  1172130000.0
46.1459141816  1172130000.0
47.7047906645  1172130000.0
50.2993315557  1172130000.0
53.6444287306  1172130000.0
50.9090571025  1172130000.0
47.5052601353  1172130000.0
46.6336273725  1169770000.0
56.5768732954  598923000000.0
55.2693572905  1417900000.0
46.9867802055  1169770000.0
52.8500902918  2790910000.0
53.4888526617  7323470000.0
45.371449782  1500610000.0
53.8183214236  1167410000.0
46.0487255137  1167410000.0
51.8070846352  1167410000.0
51.1985709233  1167410000.0
46.7029185758  1167410000.0
52.0172482653  1167410000.0
56.4454346788  597713000000.0
49.496213589  1167410000.0
51.3964479674  1167410000.0
47.8076675975  1167410000.0
56.4805980864  1165040000.0
55.4955436465  1165040000.0
48.7504316687  1165040000.0
53.2732963074  1165040000.0
54.5424667473  1165040000.0
55.0541691626  1165040000.0
50.3680010137  1165040000.0
54.5873501131  1165040000.0
47.4049971749  1162680000.0
54.2479984492  1162680000.0
46.4844299149  1162680000.0
48.9020954258  1162680000.0
76.7209151558  595293000000.0
52.5962888052  1162680000.0
53.1034819813  1460440000.0
48.9202839104  1162680000.0
47.0477183995  1162680000.0
54.9895114594  1162680000.0
52.1504570206  1160320000.0
47.5796533784  1160320000.0
46.4932879133  1160320000.0
55.3243169816  1160320000.0
52.1777329317  1739300000.0
75.7936599115  594083000000.0
53.7836054137  1160320000.0
50.202809364  1160320000.0
47.0173994526  1160320000.0
48.6283477876  1160320000.0
53.3449610864  594083000000.0
89.9528476141  594083000000.0
44.7901015874  1703850000.0
50.9135718993  1157950000.0
57.7716603839  1157950000.0
66.7846520905  592873000000.0
46.9343234999  1157950000.0
38.4491183994  591663000000.0
53.2573546747  1155590000.0
46.7302585667  1155590000.0
45.3397289936  1155590000.0
53.9644543574  1153230000.0
51.2792426337  1153230000.0
51.295496614  1153230000.0
46.9880235029  1153230000.0
49.8592009829  1153230000.0
47.4201113883  1153230000.0
45.1431703631  1153230000.0
44.7952110164  1153230000.0
49.5242336858  1150870000.0
48.8617704963  1150870000.0
53.0016328296  1150870000.0
56.338101431  1150870000.0
50.0673141834  1150870000.0
66.2899784812  589243000000.0
45.0389362542  1150870000.0
51.5232651928  1150870000.0
45.6647655673  1150870000.0
49.2784286535  1382460000.0
53.6028902784  1150870000.0
47.6172396886  1150870000.0
70.0484420359  589243000000.0
43.9859328851  10910800000.0
47.2820494422  1148500000.0
52.2997451828  1148500000.0
46.4585161413  1148500000.0
45.0183233461  1148500000.0
49.4865496694  1148500000.0
52.789903115  1148500000.0
79.8667947452  588033000000.0
50.7623161221  1148500000.0
48.1846435735  1146140000.0
63.0301204647  586823000000.0
47.2252342834  1146140000.0
47.7560624757  1146140000.0
57.2793975556  1146140000.0
51.811308475  1146140000.0
49.7220951144  1146140000.0
46.3567099406  1146140000.0
47.9325951121  1143780000.0
51.2753230455  585613000000.0
44.6591122594  1143780000.0
52.9998606655  1143780000.0
48.4849290624  1143780000.0
46.3089193723  1143780000.0
46.9393845588  1143780000.0
56.3465100419  1209940000.0
55.5520799892  1141410000.0
53.9186594148  1141410000.0
49.6632022526  1141410000.0
50.9499510996  1141410000.0
48.92754119  1141410000.0
53.3986956975  1141410000.0
44.8056416852  1869270000.0
54.1756955389  7129690000.0
48.6747237206  1139050000.0
58.7714349301  583193000000.0
50.7690344577  1139050000.0
45.7617771671  1139050000.0
45.701954241  1139050000.0
53.9567598983  583193000000.0
62.2277835867  583193000000.0
46.381128731  1139050000.0
46.2442239764  1139050000.0
45.4493439984  1136690000.0
44.8946434787  3369880000.0
75.105593589  581983000000.0
52.2958757481  20143700000.0
54.8626533296  3055580000.0
47.9628882525  1136690000.0
52.3595101711  1136690000.0
49.2804063108  1136690000.0
54.2440333861  1134320000.0
46.5270754015  1134320000.0
53.6719632628  6543630000.0
53.4389270855  1134320000.0
50.0494671343  1134320000.0
47.807135355  1134320000.0
50.7746207984  1134320000.0
52.3474488938  1134320000.0
46.9795490818  1134320000.0
48.2945352482  1826730000.0
81.2765855345  579563000000.0
49.0438669384  1131960000.0
57.7521382706  1131960000.0
45.0146949691  1131960000.0
52.0347642419  1876360000.0
45.7984263071  1131960000.0
48.1028112265  1129600000.0
55.0624983274  1129600000.0
57.0673850973  578353000000.0
49.2999461976  1129600000.0
49.05168069  1129600000.0
52.9137789041  1129600000.0
64.860781962  577144000000.0
46.4747427764  1127230000.0
52.7053995729  1127230000.0
55.2837445813  1127230000.0
54.2994940417  1127230000.0
49.6157865033  1127230000.0
52.0703275777  1524250000.0
55.370909872  1127230000.0
52.672816508  1127230000.0
51.9513301496  1127230000.0
54.905720555  1127230000.0
47.8670444774  1127230000.0
47.7756350828  575934000000.0
48.8314759314  1124870000.0
46.8197369636  1124870000.0
55.1176247894  1191040000.0
47.569948478  1124870000.0
54.686604873  1124870000.0
51.7967353642  1124870000.0
45.1075143935  1124870000.0
27.5237089577  574724000000.0
50.2732178232  1122510000.0
46.6683642708  1122510000.0
50.1679004684  1122510000.0
45.1399915303  2611310000.0
53.5920670509  1122510000.0
46.5716948652  1122510000.0
50.1305752965  1120140000.0
46.8900591416  1120140000.0
53.3648020682  1120140000.0
44.7351082671  1153230000.0
46.7640697147  573514000000.0
54.409950744  1120140000.0
53.6003121181  1120140000.0
45.033043326  1120140000.0
43.8596513135  572304000000.0
46.8684297946  1117780000.0
57.6349680422  1332830000.0
44.3525765048  3185560000.0
45.2120809094  1117780000.0
49.6527120298  1117780000.0
47.637662301  1117780000.0
53.0446416937  1117780000.0
50.1629969154  1117780000.0
47.0132237134  1115420000.0
50.5742232043  1115420000.0
48.5518565602  1115420000.0
53.2693985742  1115420000.0
51.682536488  1115420000.0
45.0539807056  1115420000.0
46.8994285667  1115420000.0
48.8790550337  1115420000.0
54.4060151483  1115420000.0
58.4376518003  1347010000.0
85.7647103757  571094000000.0
54.7905914395  1113050000.0
49.1649804326  1113050000.0
47.0880499231  1113050000.0
55.4737546665  1311560000.0
45.991125417  1113050000.0
44.9344512158  6605070000.0
46.9737378082  1113050000.0
49.9671685227  1113050000.0
