#Distances    VirialMass
48.8061253452  336365000000.0
47.3620747522  656962000.0
54.8701184223  656962000.0
48.3812821229  336365000000.0
52.3943842052  4544380000.0
59.090513235  1335190000.0
50.79932134  656962000.0
51.1600260439  656962000.0
58.6536721123  336365000000.0
50.0595736277  656962000.0
49.4486594892  656962000.0
88.3475812897  336365000000.0
47.0482288147  656962000.0
51.5847388437  656962000.0
46.7369945268  656962000.0
67.4334311908  336365000000.0
48.2523735356  656962000.0
53.5384991028  654599000.0
54.9722172851  654599000.0
47.2135316701  654599000.0
54.6403332374  654599000.0
47.111359131  654599000.0
46.7301550963  654599000.0
47.5975424745  654599000.0
46.3245091495  654599000.0
54.5899648964  654599000.0
47.956344603  335155000000.0
49.2683627361  654599000.0
47.2497689867  654599000.0
68.8029167414  335155000000.0
47.5341824393  654599000.0
52.7293271591  654599000.0
47.8257700051  654599000.0
45.0085302395  654599000.0
46.8257809597  654599000.0
53.3547656926  654599000.0
45.0636127009  654599000.0
49.2995383243  654599000.0
56.3649350333  654599000.0
54.5387341505  654599000.0
48.2958691573  654599000.0
47.0573897032  654599000.0
45.9258518778  654599000.0
56.4068566579  654599000.0
48.4099321635  1018530000.0
52.6216948804  654599000.0
46.832272141  654599000.0
45.2277838042  671141000.0
45.9593628697  654599000.0
46.9244904427  654599000.0
45.1771604454  654599000.0
50.6136092027  654599000.0
47.1883542354  654599000.0
52.5205274803  652236000.0
78.1751889752  333945000000.0
55.2645655902  652236000.0
49.4319886359  652236000.0
44.5732879966  701862000.0
53.0550198111  652236000.0
54.7667378426  652236000.0
49.2823123889  652236000.0
46.767444753  652236000.0
48.2973314126  652236000.0
46.7033321013  652236000.0
72.8098824296  333945000000.0
83.8901576803  333945000000.0
44.4451836569  1115420000.0
48.3961674421  652236000.0
52.0338410767  652236000.0
46.7612236735  652236000.0
57.1332695402  652236000.0
47.1323627753  652236000.0
50.5606977973  652236000.0
54.0236119151  652236000.0
51.5270923932  652236000.0
44.1737342979  652236000.0
52.6904201612  652236000.0
45.8157173799  668778000.0
53.5791884693  652236000.0
48.4303728373  7994610000.0
52.8168282414  649873000.0
47.3105211555  649873000.0
47.7227626322  649873000.0
52.0000755929  3147750000.0
59.0031996664  332735000000.0
54.6313601399  649873000.0
45.0200161602  649873000.0
52.4585522736  649873000.0
47.0171338115  649873000.0
52.0979474322  732584000.0
53.892432725  649873000.0
49.9953529151  649873000.0
47.6071211998  649873000.0
51.7024526336  649873000.0
57.8914604731  649873000.0
58.3664291885  649873000.0
46.0205525926  649873000.0
47.0921574419  649873000.0
54.4813902553  649873000.0
53.6543773261  649873000.0
47.8478062501  649873000.0
47.5722738401  649873000.0
46.3432596042  5777960000.0
61.6898611338  332735000000.0
45.2682336283  649873000.0
53.4654430596  649873000.0
54.9883016189  649873000.0
47.931323827  649873000.0
52.6444225297  649873000.0
48.1779166635  649873000.0
48.8549675143  649873000.0
51.1430842009  649873000.0
49.3677672016  647509000.0
49.1189426706  647509000.0
53.23868675  647509000.0
50.7564443932  331525000000.0
46.9568139625  647509000.0
55.2097404594  647509000.0
42.8054143031  331525000000.0
46.6929283404  647509000.0
52.1208662523  647509000.0
48.8324007077  647509000.0
56.0893878337  647509000.0
53.7249023701  647509000.0
44.8850176409  1954340000.0
50.2196045363  647509000.0
45.1627247293  647509000.0
48.1556788055  647509000.0
50.9324010297  647509000.0
51.3779112179  647509000.0
49.0541184055  647509000.0
52.3733330643  647509000.0
54.3117163024  647509000.0
47.6349206825  647509000.0
52.6534431251  647509000.0
50.0928032265  647509000.0
56.8250920823  6486910000.0
49.8570714841  647509000.0
47.377894025  647509000.0
50.4457415017  647509000.0
55.2894036672  647509000.0
6.66977255989  330315000000.0
61.2877556256  330315000000.0
49.8478499581  645146000.0
52.717938327  645146000.0
74.8922233512  330315000000.0
47.6565077336  645146000.0
49.0351670729  645146000.0
47.6099159563  645146000.0
47.3900997823  711315000.0
67.1647836952  330315000000.0
49.0459866187  645146000.0
45.4636843881  711315000.0
55.250687205  645146000.0
51.2953963652  645146000.0
47.0536514723  645146000.0
50.4352261063  645146000.0
56.2688818141  1257210000.0
50.2135534209  1091790000.0
54.1398006893  645146000.0
50.9471998626  330315000000.0
54.703071004  645146000.0
52.1131822525  645146000.0
53.7167170347  727857000.0
37.998060732  330315000000.0
48.8277915465  645146000.0
47.0999221964  645146000.0
47.4188832909  645146000.0
46.4933686795  645146000.0
49.3358612334  645146000.0
53.1713880225  642783000.0
46.1858767574  642783000.0
65.7046792311  329105000000.0
48.0392874392  642783000.0
51.7058270002  642783000.0
46.3282985703  642783000.0
49.3952946831  642783000.0
56.4370759487  329105000000.0
71.1722686777  329105000000.0
52.1762635238  742036000.0
47.8783713325  642783000.0
44.7539151161  642783000.0
66.4829345752  329105000000.0
53.9706856857  642783000.0
56.5077585279  890916000.0
48.3843824416  642783000.0
46.3832771809  642783000.0
55.0246067973  640420000.0
67.3085215412  327895000000.0
48.2525800171  640420000.0
33.9042630917  327895000000.0
54.0100483554  640420000.0
47.1544131453  640420000.0
55.7802717366  640420000.0
45.8826767053  1037430000.0
59.5078245844  327895000000.0
49.3881466709  640420000.0
64.3291019959  327895000000.0
46.1214059945  1087060000.0
51.3982908146  640420000.0
44.2548341355  21400900000.0
50.0052698619  327895000000.0
49.8991801915  640420000.0
45.4692007653  640420000.0
51.6121196103  640420000.0
55.8671625888  640420000.0
54.6369400101  640420000.0
45.6116607161  5818130000.0
57.7004432546  326685000000.0
54.512189646  638057000.0
58.6724701014  853105000.0
50.7277064791  12647700000.0
46.9417372079  638057000.0
100.016613673  326685000000.0
47.5193998212  638057000.0
47.9385440586  6758670000.0
58.9629969465  326685000000.0
53.3267796029  638057000.0
57.2301825712  1365910000.0
51.8116541058  638057000.0
46.3198796059  638057000.0
56.5406679294  638057000.0
46.7479801351  638057000.0
46.1503856877  638057000.0
48.9412531308  638057000.0
45.2596229085  638057000.0
46.3936567687  638057000.0
52.156162428  737310000.0
54.2643049486  638057000.0
46.5548955914  638057000.0
46.1757504261  638057000.0
55.4359897535  638057000.0
50.2765142801  635693000.0
59.2428269343  817658000.0
47.1907231613  635693000.0
45.9787452178  635693000.0
54.9874020937  635693000.0
50.1069822779  635693000.0
45.3184814131  635693000.0
48.2280911905  1760560000.0
44.8367133858  325475000000.0
45.8431203932  635693000.0
52.1539614326  635693000.0
44.9271890147  1131960000.0
51.8720035945  635693000.0
54.1813713609  2091410000.0
46.2661267778  635693000.0
46.2685470221  635693000.0
45.3014903293  701862000.0
55.7917832514  635693000.0
55.745130769  635693000.0
53.9726104088  635693000.0
51.3263818248  635693000.0
50.5412261745  633330000.0
46.2923257031  633330000.0
45.9645740131  649873000.0
50.5110507624  633330000.0
85.3977610037  324265000000.0
49.6064448715  633330000.0
46.8225330301  633330000.0
56.7381800174  633330000.0
47.5293109227  633330000.0
49.7466006647  633330000.0
72.1675784523  324265000000.0
57.8039240071  324265000000.0
57.310941363  633330000.0
51.0403034963  633330000.0
47.9271008409  3313170000.0
50.0884937031  633330000.0
53.4298763588  633330000.0
45.2818460933  633330000.0
47.6486408406  633330000.0
55.5035212549  633330000.0
49.7917108074  633330000.0
51.4850885846  633330000.0
45.8457247656  4586920000.0
57.5733368103  630967000.0
48.2667395538  630967000.0
53.017784833  630967000.0
47.8345043586  630967000.0
49.1234931899  630967000.0
46.2050636421  630967000.0
51.2886424562  630967000.0
56.5532988855  630967000.0
49.9195220408  630967000.0
51.2093673458  630967000.0
52.7620221833  630967000.0
54.5943651123  630967000.0
48.2512197376  7661410000.0
6.79748446471  323055000000.0
46.1817334296  630967000.0
54.909737678  630967000.0
49.2082575049  630967000.0
55.0311123795  630967000.0
51.3898382202  630967000.0
48.8416621739  630967000.0
48.3233266396  630967000.0
45.1918090493  628604000.0
46.73032496  628604000.0
47.4333744868  876737000.0
48.4141155231  13630800000.0
46.7599669855  628604000.0
44.4818983384  628604000.0
53.1311252076  628604000.0
50.9365825323  628604000.0
56.0565496207  628604000.0
47.726340562  628604000.0
64.7204089383  321845000000.0
53.5868812023  628604000.0
51.9293453999  628604000.0
53.9122326294  628604000.0
45.8662489571  628604000.0
67.161771105  321845000000.0
52.2509206969  957085000.0
49.6439094033  675867000.0
85.2805437618  320635000000.0
54.4418239239  626241000.0
51.4328801674  626241000.0
44.8555844805  626241000.0
48.5216497501  626241000.0
46.8686590998  626241000.0
47.1019510162  626241000.0
48.84831774  626241000.0
47.3178954589  626241000.0
54.6890462524  626241000.0
45.4301194368  626241000.0
49.4447764492  626241000.0
46.7048387114  626241000.0
67.0208354341  320635000000.0
47.5867947083  626241000.0
43.0336259109  320635000000.0
49.2979911718  626241000.0
55.9875058957  626241000.0
52.179283935  626241000.0
45.4179271893  626241000.0
49.5310306714  626241000.0
52.3957349771  2776730000.0
62.7603526196  320635000000.0
56.3198454187  10783200000.0
55.1318286683  623878000.0
54.2053162898  623878000.0
45.0990691793  623878000.0
54.3273210222  623878000.0
48.2627021494  2890160000.0
54.2306322416  319425000000.0
48.4719471316  319425000000.0
44.5730551972  656962000.0
55.3922688848  623878000.0
46.2528332285  623878000.0
73.5381494515  319425000000.0
47.7053756293  623878000.0
46.0860152337  623878000.0
43.0864231205  4511300000.0
54.0587336229  623878000.0
52.8785791586  623878000.0
45.0885671269  623878000.0
59.217613338  10598800000.0
47.7658814229  623878000.0
44.1507742803  1415540000.0
55.4175319201  621514000.0
56.097891754  704225000.0
50.4875323713  2193020000.0
47.4860444185  621514000.0
47.9255650977  1035070000.0
51.0582707283  621514000.0
45.4718596105  621514000.0
49.9983774556  621514000.0
48.4736354312  3185560000.0
47.5237044538  621514000.0
58.5710570363  1001990000.0
56.8850378231  621514000.0
68.0640749126  318215000000.0
53.7317459141  318215000000.0
54.1705741719  318215000000.0
58.0191213382  318215000000.0
45.8484177992  671141000.0
58.1985454176  318215000000.0
57.1846175381  621514000.0
53.5105868625  621514000.0
54.6573654599  621514000.0
42.7341674949  318215000000.0
49.7258408564  621514000.0
48.6682513146  619151000.0
49.3528303114  619151000.0
46.0104141001  619151000.0
49.5573084485  619151000.0
44.7621388029  619151000.0
46.8883867154  619151000.0
47.1725588988  619151000.0
50.956163821  619151000.0
47.3134072694  619151000.0
47.7326072862  867284000.0
65.9446222655  317005000000.0
55.230411134  619151000.0
53.6909130184  867284000.0
45.7140754034  668778000.0
46.1193339153  619151000.0
47.4879904354  619151000.0
47.0086780174  619151000.0
45.5952897887  784573000.0
54.4432691177  619151000.0
45.9357463983  619151000.0
56.3598526051  317005000000.0
49.332201531  619151000.0
53.7005711347  619151000.0
59.4202572351  317005000000.0
54.217798904  2736550000.0
53.9187247725  619151000.0
44.5252605996  619151000.0
47.4015402366  619151000.0
49.5225621191  616788000.0
47.5552482634  616788000.0
75.4057916618  315796000000.0
50.2815662539  616788000.0
47.5376335183  616788000.0
47.9943228709  2502600000.0
55.4903685045  649873000.0
50.8285365055  616788000.0
47.3586885149  616788000.0
52.4369575336  616788000.0
56.3179466851  616788000.0
51.0143776395  616788000.0
53.068379191  616788000.0
46.4848816357  616788000.0
46.6917128399  616788000.0
55.3533022716  616788000.0
49.7289043924  616788000.0
54.5291736798  616788000.0
50.4166426099  616788000.0
50.2612201055  616788000.0
50.918158162  5298230000.0
51.1252686426  1625860000.0
48.3426565844  616788000.0
45.2417983701  616788000.0
45.5235985139  616788000.0
45.4634274387  616788000.0
46.3498184772  616788000.0
55.1370439341  616788000.0
54.6202324648  616788000.0
55.3901966601  616788000.0
47.5003371533  616788000.0
53.2491589315  616788000.0
55.0185350678  616788000.0
52.5753888335  614425000.0
53.0961492228  614425000.0
47.1668778049  614425000.0
47.7218246251  2003970000.0
47.5271403818  614425000.0
47.5112537458  614425000.0
52.9551699757  614425000.0
48.9768337465  614425000.0
44.4425421605  846016000.0
53.5469909151  614425000.0
53.0259766113  614425000.0
46.7398649623  614425000.0
48.2115924743  614425000.0
54.4379642523  614425000.0
49.2683952992  614425000.0
49.3795016855  314586000000.0
46.2797959716  614425000.0
54.2170276134  614425000.0
47.2001370606  614425000.0
48.6895736995  614425000.0
49.5043544618  614425000.0
52.4252172602  614425000.0
53.3438143956  614425000.0
55.35296608  614425000.0
47.490556823  647509000.0
52.8545626484  614425000.0
46.5413619786  1011440000.0
52.8866629452  614425000.0
53.1780448577  614425000.0
54.5388213272  614425000.0
47.8261259548  614425000.0
53.7470363211  612062000.0
51.5314651714  612062000.0
47.8317780796  612062000.0
54.8333954161  313376000000.0
45.7576383083  612062000.0
47.783799053  612062000.0
55.8829087521  612062000.0
54.581382573  612062000.0
47.4967071845  4913040000.0
55.324613793  612062000.0
46.6837703027  612062000.0
65.623784192  313376000000.0
57.9403913795  313376000000.0
70.8248411465  313376000000.0
55.2023091894  612062000.0
49.5091375182  612062000.0
49.1902240139  612062000.0
51.2088255827  612062000.0
48.583330848  612062000.0
49.0860958952  1339920000.0
56.2058198335  313376000000.0
53.6493236919  612062000.0
47.3418485858  612062000.0
56.7301774204  612062000.0
47.6090418773  612062000.0
49.9911742734  1290290000.0
55.0277555407  609699000.0
45.289714454  609699000.0
53.7695625963  609699000.0
52.1174572389  1321010000.0
46.1591837832  609699000.0
50.337535308  609699000.0
48.9744569535  609699000.0
51.4989810422  609699000.0
56.2012661389  1337560000.0
54.3379497802  609699000.0
47.5474659314  609699000.0
51.7804720658  609699000.0
46.070083063  609699000.0
51.7508611658  312166000000.0
56.5014840062  609699000.0
67.5603775841  312166000000.0
49.9814318414  609699000.0
53.7161020705  609699000.0
59.6028847832  312166000000.0
54.7047655309  609699000.0
39.8859879501  312166000000.0
51.8461508031  609699000.0
57.291552399  312166000000.0
35.7441384239  312166000000.0
51.376257334  609699000.0
82.3498352944  312166000000.0
53.2107395239  609699000.0
50.1780569016  609699000.0
50.4706447027  609699000.0
50.9208344713  609699000.0
54.658594023  609699000.0
47.325316684  609699000.0
54.3537487833  609699000.0
52.13249145  808205000.0
45.2299432111  609699000.0
47.5882097755  609699000.0
48.4593303979  607335000.0
47.1585117098  673504000.0
53.7719788359  607335000.0
47.5944096812  607335000.0
47.4728844803  310956000000.0
47.2383460154  607335000.0
45.1304968656  607335000.0
52.3376720659  607335000.0
45.3385745413  607335000.0
49.4206527146  607335000.0
52.3171616975  607335000.0
46.5833608829  607335000.0
47.8743866009  607335000.0
49.3892377602  607335000.0
49.912898727  607335000.0
52.9202892136  310956000000.0
54.8280075489  310956000000.0
57.687340596  2840530000.0
48.5718303478  1153230000.0
49.5302214718  607335000.0
74.9449477407  310956000000.0
51.4127703035  607335000.0
55.1469815278  607335000.0
65.114035161  310956000000.0
45.6209742363  607335000.0
51.4577805511  607335000.0
44.4304534166  310956000000.0
54.7579391555  971264000.0
73.1702137835  310956000000.0
45.7692596222  607335000.0
51.0590248724  607335000.0
55.8114450759  607335000.0
51.7453610665  604972000.0
58.0241214546  5104450000.0
49.6263297531  604972000.0
49.9717180458  886190000.0
48.2353248395  604972000.0
53.1903261045  309746000000.0
85.0039951833  309746000000.0
48.6049895666  309746000000.0
47.0825993366  604972000.0
53.977753754  604972000.0
46.6363523836  604972000.0
49.6831506773  1614050000.0
49.8391084855  604972000.0
46.1050009829  604972000.0
50.3874080801  604972000.0
48.9539380668  604972000.0
50.6184223282  604972000.0
54.1110042758  604972000.0
45.1326354525  604972000.0
48.6685206155  309746000000.0
58.2078895722  604972000.0
54.4636393957  604972000.0
51.0631724695  604972000.0
46.7175716644  604972000.0
51.731869566  604972000.0
54.5845041269  604972000.0
48.063304078  604972000.0
45.2775694971  604972000.0
48.1025933893  604972000.0
46.4165450302  602609000.0
53.0284027087  602609000.0
82.4575703747  308536000000.0
46.2937804398  602609000.0
46.2293308697  308536000000.0
46.1062177291  602609000.0
54.0470036392  602609000.0
44.8433573957  602609000.0
46.0231665458  602609000.0
47.3846173564  602609000.0
52.9054723613  602609000.0
51.0866257277  602609000.0
52.4647250025  602609000.0
47.2354898967  602609000.0
103.415030381  308536000000.0
52.2890212181  602609000.0
49.0422446064  602609000.0
54.535357599  602609000.0
46.2564533558  602609000.0
45.0201494919  784573000.0
47.0677350029  602609000.0
48.8689998456  602609000.0
46.4305586787  602609000.0
46.3624282031  602609000.0
51.7987998552  602609000.0
53.0791395797  600246000.0
46.2056562938  600246000.0
51.4025080735  600246000.0
46.5107259243  600246000.0
65.6228085873  307326000000.0
53.5761555017  600246000.0
49.6112472134  600246000.0
46.4124433881  600246000.0
49.6362111863  600246000.0
45.1603863169  600246000.0
57.0736744881  600246000.0
55.5914159019  600246000.0
59.3770568773  307326000000.0
46.8560994918  600246000.0
56.3392972455  600246000.0
50.5483303972  600246000.0
46.0657452422  600246000.0
60.8219666257  307326000000.0
75.3014813749  307326000000.0
52.661437746  307326000000.0
49.3499201327  600246000.0
49.5708262049  600246000.0
56.1047994507  600246000.0
49.1491925956  600246000.0
51.1287082444  600246000.0
47.7089842677  600246000.0
44.5312921581  600246000.0
45.6635872083  600246000.0
55.1437400915  600246000.0
49.2564942298  614425000.0
62.1934319134  306116000000.0
52.7793395649  614425000.0
51.2319305747  597883000.0
45.340957454  7711030000.0
46.2814801726  597883000.0
54.1580406992  597883000.0
50.9041275158  597883000.0
52.5755296361  597883000.0
67.8170336567  306116000000.0
44.293029263  697136000.0
58.2029618316  306116000000.0
56.2672095033  597883000.0
46.5353331948  597883000.0
46.5087251942  2450610000.0
52.002090159  597883000.0
52.9200943286  597883000.0
79.5008161643  306116000000.0
47.3203568199  597883000.0
44.9914883549  597883000.0
47.6441965415  597883000.0
50.2660824641  597883000.0
51.7908495126  10969800000.0
56.3060178074  597883000.0
46.1953036571  597883000.0
53.7084189707  796389000.0
51.0374520393  597883000.0
53.3492388473  597883000.0
53.5499586437  14311400000.0
48.2155346678  306116000000.0
55.1918070534  597883000.0
48.2840281526  597883000.0
54.309544336  597883000.0
56.3630728379  645146000.0
51.1787741931  595520000.0
47.8703141334  595520000.0
47.3421385437  3705450000.0
76.8045744041  304906000000.0
75.5022942781  304906000000.0
54.5988512873  595520000.0
54.1241797644  595520000.0
46.583261391  810568000.0
45.9834429204  595520000.0
55.3905679902  595520000.0
51.4156712403  595520000.0
42.3357325056  304906000000.0
46.8966567082  595520000.0
41.5614137306  304906000000.0
46.0454444266  595520000.0
46.7672577189  595520000.0
70.6886311977  304906000000.0
54.587079872  612062000.0
47.0253220219  595520000.0
39.8763141576  304906000000.0
48.859578758  595520000.0
62.2705320291  304906000000.0
48.1150346789  694773000.0
84.1282976582  304906000000.0
46.9630854563  595520000.0
46.7033896843  595520000.0
54.7010764491  595520000.0
44.6619739893  595520000.0
49.0204437951  595520000.0
52.4693014504  593156000.0
53.6561792773  593156000.0
62.7479945514  303696000000.0
50.7492166422  593156000.0
46.2459973591  593156000.0
47.1624269147  593156000.0
46.1748760548  593156000.0
45.7406643157  593156000.0
54.129216702  593156000.0
51.6885642548  593156000.0
48.8027520464  593156000.0
86.8022320354  303696000000.0
45.0193186484  593156000.0
44.6130996386  593156000.0
45.0709020385  593156000.0
46.6915128161  593156000.0
45.0971471144  642783000.0
47.6807909877  708952000.0
47.5394603988  593156000.0
49.1967618278  593156000.0
47.16715706  593156000.0
53.9884019516  593156000.0
50.9611370797  593156000.0
54.7639614592  593156000.0
45.8347816632  590793000.0
56.422079609  590793000.0
47.2166160241  590793000.0
53.7507869384  590793000.0
47.1803820018  590793000.0
85.8167308377  302486000000.0
54.7020980752  590793000.0
55.3309933191  590793000.0
6.69058651726  302486000000.0
50.9468502576  590793000.0
50.2476416233  590793000.0
48.7811914992  590793000.0
51.4239243845  302486000000.0
45.8469654559  590793000.0
46.4613708176  590793000.0
52.6522305856  590793000.0
46.6800759017  590793000.0
46.5246888243  590793000.0
35.7306040591  302486000000.0
45.4238866201  590793000.0
84.2992479467  302486000000.0
49.0923031796  590793000.0
47.1220309607  588430000.0
47.4899746679  588430000.0
46.7079524491  588430000.0
49.7856343527  588430000.0
50.4505607987  588430000.0
45.172521636  588430000.0
53.0734344764  588430000.0
50.8960927181  588430000.0
48.8006730671  588430000.0
47.5369468153  7453450000.0
102.112882537  301276000000.0
50.1119230257  588430000.0
47.1552342006  1200490000.0
59.6519967939  301276000000.0
55.6338617797  301276000000.0
46.1367185134  588430000.0
68.0757957434  301276000000.0
45.8084028248  588430000.0
49.9280072484  301276000000.0
46.67513559  588430000.0
46.1424020395  588430000.0
49.5458308115  588430000.0
52.726589959  588430000.0
55.4390749322  1365910000.0
47.2966395958  588430000.0
46.8973807439  588430000.0
48.5435742775  588430000.0
91.128116265  301276000000.0
56.776872481  588430000.0
49.0140175716  588430000.0
54.3342082292  588430000.0
46.5196207274  2670390000.0
47.9988383843  586067000.0
49.4884631994  586067000.0
45.9784382005  586067000.0
87.8789871532  300066000000.0
44.6231929905  619151000.0
56.0746031222  801116000.0
46.0802238306  586067000.0
53.7123829604  685320000.0
46.6757015306  586067000.0
56.9764778165  300066000000.0
48.6929593545  586067000.0
45.3112672302  586067000.0
65.6277280312  300066000000.0
50.0196492199  586067000.0
67.0075314519  300066000000.0
55.7813379784  300066000000.0
58.1397617893  586067000.0
73.1717098285  300066000000.0
49.1802286687  586067000.0
63.8694316394  300066000000.0
52.0570194987  300066000000.0
94.0503092791  300066000000.0
48.7190178269  586067000.0
56.7292323526  586067000.0
44.420111988  3232820000.0
45.1477179784  300066000000.0
48.1614609681  586067000.0
50.0815745601  586067000.0
49.7957912024  586067000.0
50.989129582  586067000.0
50.4324590864  586067000.0
57.762329054  583704000.0
45.6569150565  583704000.0
55.0571879112  583704000.0
47.5952762495  583704000.0
51.2112492562  583704000.0
44.4724379945  782210000.0
49.2263195989  583704000.0
46.8358095245  881463000.0
52.1465591723  583704000.0
44.5203904605  980717000.0
46.5958390699  583704000.0
51.4861375007  583704000.0
46.4082757462  583704000.0
52.4893251909  583704000.0
48.8590931756  583704000.0
53.4862245486  815295000.0
47.3722179284  583704000.0
49.0126054117  10823300000.0
49.7441477063  583704000.0
44.9507898522  583704000.0
58.3932268875  616788000.0
46.244404589  583704000.0
53.6700801222  583704000.0
51.6946402158  583704000.0
57.3930790072  298856000000.0
36.9123982403  298856000000.0
55.912378534  583704000.0
55.6960714741  298856000000.0
46.8528971362  583704000.0
47.1682899032  583704000.0
50.9948563705  583704000.0
47.8686406958  583704000.0
53.1769889514  583704000.0
49.5312832333  583704000.0
45.4855137543  581340000.0
51.2581596183  581340000.0
51.9392619706  581340000.0
50.1284415229  581340000.0
51.7171134088  297646000000.0
49.2328150458  581340000.0
47.365822708  297646000000.0
50.3275579675  597883000.0
55.1549591668  581340000.0
56.9636386991  10738300000.0
47.3429764076  581340000.0
46.6408755369  581340000.0
46.4404316102  581340000.0
47.0023867226  581340000.0
54.4500769674  581340000.0
57.1570246642  581340000.0
49.3625713939  581340000.0
47.5820547233  581340000.0
55.0369655395  581340000.0
50.247683609  581340000.0
51.0613629422  581340000.0
54.1679134982  581340000.0
52.4132510166  581340000.0
56.4418698944  581340000.0
52.8003035923  581340000.0
65.9966016015  297646000000.0
49.8654398196  581340000.0
46.3840980187  581340000.0
47.95371402  581340000.0
50.4732677607  581340000.0
50.8340698771  581340000.0
46.7032944622  581340000.0
53.2214034369  581340000.0
52.9233010314  581340000.0
57.6833223324  581340000.0
51.7215842672  581340000.0
45.5002742687  578977000.0
53.0667825184  578977000.0
80.9317745317  296436000000.0
55.0149174599  578977000.0
54.4793523309  578977000.0
53.5304817137  578977000.0
46.721634001  578977000.0
57.6297167315  578977000.0
47.586870225  578977000.0
48.2675418144  578977000.0
47.0829338843  578977000.0
48.0960817886  578977000.0
53.7773198606  578977000.0
57.9041732357  296436000000.0
54.5550018928  578977000.0
48.1086390605  578977000.0
47.6149504721  578977000.0
76.4946857951  296436000000.0
46.43594609  578977000.0
55.234721659  578977000.0
54.126604643  612062000.0
52.6928577472  578977000.0
52.9694015796  578977000.0
47.9123007182  578977000.0
50.0014525673  1075240000.0
78.2510658009  296436000000.0
45.146114385  578977000.0
53.2544171251  6931190000.0
50.3762730296  576614000.0
46.8560075168  576614000.0
56.650981933  576614000.0
53.9929648312  626241000.0
47.1400361168  576614000.0
48.8020994267  725494000.0
50.2333620088  576614000.0
44.7426696629  576614000.0
49.4951488749  576614000.0
50.4997547653  295226000000.0
48.5951865179  576614000.0
51.2582419547  576614000.0
53.3377205972  576614000.0
50.7378603313  576614000.0
44.7966224974  576614000.0
48.3756356507  593156000.0
58.488822288  1238300000.0
46.3631635057  576614000.0
52.4168065587  576614000.0
47.896597094  576614000.0
48.5876036739  294168000000.0
56.3764876773  576614000.0
46.9458685794  576614000.0
53.1074477764  576614000.0
52.001007156  576614000.0
54.0059395047  576614000.0
54.8732541899  574251000.0
48.2829195636  574251000.0
52.8738129325  574251000.0
48.9930243621  9126570000.0
56.2419929745  574251000.0
51.4555549949  640420000.0
51.2634879792  574251000.0
53.6683084625  574251000.0
49.010905484  574251000.0
62.6048409452  294017000000.0
47.3755588592  574251000.0
45.9804912565  574251000.0
47.0848632846  2559320000.0
53.7179013524  574251000.0
52.7290548787  574251000.0
51.1327903133  574251000.0
47.2879953009  888553000.0
50.0985048826  574251000.0
54.4020370494  574251000.0
47.2706315319  574251000.0
49.8221712459  574251000.0
49.9418876568  574251000.0
46.5128886881  574251000.0
52.0568186486  574251000.0
51.9507249537  574251000.0
49.3328833599  574251000.0
46.6908708803  574251000.0
52.9772031725  294017000000.0
51.2525430533  574251000.0
75.0604846081  294017000000.0
63.8264368469  294017000000.0
59.1448802428  294017000000.0
49.7795623789  574251000.0
46.6208070855  574251000.0
54.2812211143  574251000.0
46.8825440632  294017000000.0
46.1228505078  574251000.0
45.523190887  574251000.0
50.2047533898  574251000.0
45.5348113974  574251000.0
48.9709107174  571888000.0
50.4504339585  571888000.0
46.7804219867  571888000.0
39.5548145655  292807000000.0
46.4507520689  571888000.0
47.5757563612  571888000.0
56.7319608661  571888000.0
49.7062001474  571888000.0
53.4911453905  571888000.0
54.1810489383  571888000.0
54.5765061041  571888000.0
52.1453204083  604972000.0
45.4322324214  571888000.0
53.279989057  571888000.0
55.4795721602  571888000.0
55.7900565403  571888000.0
56.149860405  292807000000.0
46.9638281902  571888000.0
37.3424071553  292807000000.0
53.5591926143  571888000.0
57.0240923968  571888000.0
46.6229253007  571888000.0
47.9826611223  571888000.0
55.3856653676  571888000.0
50.3274292336  571888000.0
46.3766796096  571888000.0
51.2168661522  571888000.0
48.9261223416  571888000.0
51.6245755708  569525000.0
63.7042854204  291597000000.0
50.120943555  6673600000.0
46.5661505153  569525000.0
64.2757435741  291597000000.0
69.7797603535  291597000000.0
54.215481765  569525000.0
48.6154328601  569525000.0
47.0374869585  569525000.0
46.9889474917  569525000.0
53.7437243343  569525000.0
47.1551330574  569525000.0
48.6019310066  569525000.0
51.5637704533  569525000.0
57.2196574758  569525000.0
50.27161057  569525000.0
44.622794715  569525000.0
50.4832880116  291597000000.0
49.4698442293  569525000.0
51.3394636832  569525000.0
67.9236918777  291597000000.0
43.3651905009  2025240000.0
52.3853841315  569525000.0
56.0095797886  569525000.0
54.4973676315  569525000.0
47.4062067096  569525000.0
54.423095365  569525000.0
54.8185084094  567161000.0
46.9191389912  567161000.0
46.8984410086  567161000.0
44.4379482795  682957000.0
60.4515103541  290387000000.0
46.5753364745  567161000.0
52.5559219025  567161000.0
49.8735803979  290387000000.0
56.2821814949  290387000000.0
48.0353858792  567161000.0
56.408525239  567161000.0
47.0353584323  567161000.0
52.9821778259  567161000.0
50.1044714685  567161000.0
52.6012262527  567161000.0
44.9771585619  699499000.0
53.6162051673  290387000000.0
46.1900793468  567161000.0
45.1110895964  567161000.0
47.4041378924  567161000.0
53.7726449124  4438040000.0
53.3194377958  567161000.0
53.6127473038  567161000.0
52.1654551142  567161000.0
