24689.300781 	 8022.318359 	 70102.320312 	 18.308235 	 -230.074799 	 159.169388 	 5.000000 
24684.470703 	 8026.902832 	 70101.156250 	 -10.867691 	 -330.917175 	 44.466625 	 5.000000 
24687.406250 	 8027.315430 	 70105.164062 	 -126.750648 	 -141.182007 	 76.064087 	 5.000000 
24691.185547 	 8024.828613 	 70105.882812 	 -62.950428 	 -66.013718 	 245.567383 	 5.000000 
24798.513672 	 8125.563477 	 70094.890625 	 35.534142 	 -276.311371 	 60.186462 	 5.000000 
24634.500000 	 8064.305176 	 70123.281250 	 -4.430052 	 -25.775801 	 67.607590 	 5.000000 
24799.300781 	 7967.073242 	 70189.710938 	 -75.037117 	 -201.539581 	 172.288071 	 5.000000 
24859.673828 	 7442.061035 	 70730.484375 	 -7.407410 	 -164.189301 	 182.353577 	 3.000000 
24785.484375 	 7472.835449 	 70571.351562 	 -19.415588 	 -254.478806 	 255.892914 	 3.000000 
24794.857422 	 7492.573730 	 70561.007812 	 16.342190 	 -109.118217 	 251.359802 	 3.000000 
24867.917969 	 7378.939453 	 70782.195312 	 3.427708 	 -236.577255 	 390.754150 	 3.000000 
25483.017578 	 8183.697754 	 71981.156250 	 -155.865189 	 -394.949432 	 163.326736 	 9.000000 
25602.275391 	 7936.649414 	 72213.789062 	 -225.057449 	 -373.935638 	 134.673111 	 9.000000 
25566.474609 	 8093.302734 	 72030.187500 	 -181.884369 	 -435.173309 	 127.061592 	 9.000000 
25448.212891 	 8298.753906 	 71833.484375 	 -143.350342 	 -452.655762 	 172.133392 	 9.000000 
25529.058594 	 8117.843262 	 72124.976562 	 -152.137497 	 -366.068115 	 196.422195 	 9.000000 
25592.242188 	 8103.911621 	 72145.640625 	 -124.578758 	 -488.957733 	 192.519714 	 9.000000 
25623.347656 	 7949.791504 	 72223.062500 	 -295.927429 	 -226.838364 	 146.916809 	 9.000000 
25590.335938 	 7932.072754 	 72145.468750 	 -267.883759 	 -252.340271 	 191.490555 	 9.000000 
25539.632812 	 7988.550781 	 72230.773438 	 -203.888245 	 -432.855255 	 190.638321 	 9.000000 
25245.976562 	 6031.099121 	 70753.921875 	 -21.704475 	 -107.444084 	 205.675079 	 6.000000 
25284.339844 	 6001.403809 	 70693.289062 	 -46.964325 	 -111.592850 	 239.644257 	 6.000000 
24267.765625 	 7406.890137 	 69325.882812 	 212.630569 	 19.250265 	 120.172195 	 0.000000 
25458.873047 	 6518.932129 	 71298.804688 	 -18.166374 	 -172.696152 	 244.578751 	 0.000000 
24015.312500 	 9123.791992 	 69093.132812 	 9.548258 	 -162.130569 	 71.074158 	 0.000000 
25638.498047 	 6525.221191 	 69493.992188 	 -14.321298 	 -128.175369 	 81.518219 	 1.000000 
25675.046875 	 6543.343262 	 69498.117188 	 2.148975 	 -155.843674 	 79.304016 	 1.000000 
25034.458984 	 7141.443359 	 72158.453125 	 19.564516 	 -312.549377 	 287.770782 	 7.000000 
24972.816406 	 7148.965332 	 72186.156250 	 49.932194 	 -324.458801 	 277.183899 	 7.000000 
24207.648438 	 8762.774414 	 69426.906250 	 4.024733 	 -186.694305 	 143.868744 	 0.000000 
23916.638672 	 7863.918945 	 70457.843750 	 53.642128 	 -245.686218 	 123.878036 	 0.000000 
25034.005859 	 7896.481934 	 68932.640625 	 -24.840029 	 -218.993027 	 124.558411 	 4.000000 
26270.947266 	 7775.697266 	 71783.578125 	 34.626072 	 -117.402618 	 263.668365 	 0.000000 
25444.609375 	 7613.967773 	 71625.390625 	 208.778214 	 -31.176615 	 223.512177 	 0.000000 
24898.431641 	 7542.083008 	 72259.093750 	 50.337799 	 -180.072815 	 303.436310 	 0.000000 
26205.121094 	 7910.322754 	 71295.914062 	 63.531742 	 -97.897713 	 214.664032 	 8.000000 
23382.320312 	 8470.875000 	 71368.968750 	 203.532196 	 -10.369725 	 163.858017 	 0.000000 
24425.501953 	 8398.639648 	 70226.906250 	 82.936356 	 -278.264099 	 103.675179 	 0.000000 
26015.689453 	 8518.843750 	 71880.351562 	 -220.547043 	 -363.727509 	 163.957932 	 0.000000 
24829.992188 	 7718.286133 	 68883.968750 	 201.974182 	 1.870153 	 104.871635 	 4.000000 
25485.318359 	 7268.833008 	 68553.726562 	 14.634647 	 -258.164429 	 48.992012 	 2.000000 
24124.238281 	 8949.168945 	 71986.609375 	 35.270866 	 -259.390625 	 181.995590 	 0.000000 
26070.357422 	 8020.847656 	 71001.429688 	 48.744846 	 -89.694656 	 202.649078 	 8.000000 
25896.480469 	 7770.058105 	 68702.812500 	 142.738388 	 -102.233360 	 33.173973 	 0.000000 
23875.179688 	 9208.444336 	 70427.468750 	 169.563828 	 -38.975956 	 124.739510 	 0.000000 
26057.525391 	 6805.025879 	 70674.546875 	 -49.269730 	 -161.397888 	 194.140579 	 0.000000 
25138.279297 	 7745.544922 	 69671.921875 	 190.411530 	 5.543202 	 150.737549 	 0.000000 
25245.500000 	 7134.073242 	 68602.906250 	 60.804974 	 -237.122635 	 68.298706 	 2.000000 
24246.750000 	 8837.522461 	 71643.546875 	 190.260864 	 -72.375237 	 178.581726 	 0.000000 
25690.771484 	 6207.205566 	 69914.117188 	 -48.362591 	 -90.929619 	 138.852722 	 0.000000 
23875.861328 	 7685.363281 	 69287.687500 	 -27.179718 	 -196.610077 	 146.271393 	 0.000000 
25179.724609 	 6155.349121 	 69425.382812 	 -7.963995 	 -85.433372 	 105.404129 	 0.000000 
23859.203125 	 7780.380371 	 69911.546875 	 3.138124 	 -180.437347 	 183.025909 	 0.000000 
25950.812500 	 8015.020020 	 69757.507812 	 103.435600 	 -65.028694 	 141.810135 	 0.000000 
24862.839844 	 7238.742188 	 70659.937500 	 -62.971859 	 -265.869965 	 266.165588 	 3.000000 
24723.521484 	 8173.362305 	 69903.515625 	 78.388412 	 -286.778229 	 141.000092 	 5.000000 
24841.736328 	 7727.434082 	 69133.125000 	 4.200418 	 -187.910431 	 140.646927 	 4.000000 
24739.593750 	 7667.696777 	 70602.390625 	 19.509367 	 -122.564331 	 138.909286 	 3.000000 
24726.373047 	 7499.826660 	 70653.835938 	 117.272995 	 -139.492355 	 203.021912 	 3.000000 
