#subID	 x	 y	 z	 vx	 yv	 yz	 vmax	 B_MAG
#subID	 kpc/h	 kpc/h	 kpc/h	 km/s	 km/s	 km/s	 km/s	 mags
362762 25220.298828 7104.723633 60888.789062 110.403450 40.054733 77.454895 237.853836 -2.102164e+01
362763 25291.152344 7026.455566 61017.101562 120.715088 127.922333 116.718155 92.253799 -1.782957e+01
362764 25028.851562 6958.074219 61112.652344 152.353058 -25.317432 32.668129 66.810707 -1.634231e+01
362765 25249.716797 7144.919922 61099.871094 88.355484 -51.867012 -185.716751 64.739731 -1.623141e+01
362766 25202.902344 7259.858887 60567.531250 -74.852837 9.819290 36.592693 58.210693 -1.544101e+01
362767 25270.384766 6935.315430 60898.730469 369.582458 132.921524 50.217812 45.268181 -1.335317e+01
362768 25222.941406 6973.093750 61034.949219 255.363541 -61.466007 91.514053 36.806137 -1.493324e+01
362769 25264.095703 6798.514160 61041.964844 200.388565 79.924751 197.080551 35.106823 -1.238729e+01
362770 25269.662109 7077.201172 61140.015625 146.323166 62.559906 -169.611069 33.204037 -1.179562e+01
362771 25057.833984 7337.721191 60955.710938 380.807129 -35.333256 24.520454 28.208040 -9.116931e+00
362772 25467.341797 7125.051758 60944.125000 75.024048 -218.222885 127.499649 26.205120 1.000000e+37
362773 25164.535156 6983.050781 60813.453125 171.588440 -80.689400 -68.259544 32.494781 -1.175216e+01
362774 25266.267578 6847.791504 61024.488281 98.980255 -8.950191 44.712879 30.352757 -1.294466e+01
362775 25060.072266 7017.092773 61079.539062 134.459183 -147.278030 142.599747 26.104591 -1.107577e+01
362776 25180.544922 7222.731934 61006.984375 80.301514 58.667480 -101.005630 31.105309 -1.280951e+01
362777 25378.757812 7264.497559 60877.917969 40.020222 -164.273972 144.403839 25.923399 -9.926474e+00
362778 25100.923828 7162.501465 60973.890625 -67.706299 -146.100006 208.171921 24.789343 1.000000e+37
362779 25229.375000 7251.330566 60894.164062 3.370036 69.460854 166.091614 29.198502 -1.323201e+01
362780 25149.240234 7124.478027 61105.500000 265.309723 -84.677612 -51.898548 27.951426 -1.005005e+01
362781 25298.183594 7210.629883 60985.707031 23.513235 65.744331 202.128647 29.811224 -1.224257e+01
362782 25221.630859 7201.898926 60783.296875 99.235802 -131.714890 44.770199 30.066391 -1.194947e+01
362783 25214.375000 7110.245605 60928.882812 279.158295 -165.233612 -13.891031 32.448727 -1.271632e+01
362784 25184.416016 6935.446289 60930.007812 335.498718 -53.163399 149.682068 23.986921 -8.852146e+00
362785 25298.501953 7165.342773 61037.835938 75.058296 125.606781 -90.106186 24.725113 -1.028539e+01
362786 25374.166016 7218.208008 60760.480469 -22.176691 -96.284668 85.845001 22.086788 1.000000e+37
362787 25274.732422 7126.609863 60615.156250 136.908875 89.801109 -36.637493 20.775587 -1.065542e+01
362788 25140.062500 7007.080566 60934.871094 60.170052 -155.590576 -75.152496 22.974482 -8.494041e+00
362789 25241.939453 7296.884277 60779.898438 107.614288 -55.057552 288.602417 22.467915 1.000000e+37
362790 25189.927734 7035.595215 60797.449219 102.788834 -312.831512 29.502720 23.413239 1.000000e+37
362791 25184.082031 7172.253418 60961.328125 121.696548 320.056793 41.232475 25.480602 -9.876602e+00
362792 25169.046875 6921.769043 61015.562500 156.933136 70.616081 -203.750275 16.487261 1.000000e+37
362793 25223.267578 7069.959473 60794.964844 -97.043411 233.495453 194.310577 26.387938 -1.057336e+01
362794 25236.066406 7349.216797 60744.218750 86.657936 23.838522 292.541199 17.844864 1.000000e+37
362795 25321.998047 6963.146484 60860.453125 -108.429466 183.250702 109.635101 18.436247 1.000000e+37
362796 25225.017578 7179.641602 60930.015625 -18.733084 -219.453156 229.295029 23.119041 -8.566018e+00
362797 25032.494141 6887.703125 61066.890625 312.527466 -71.200966 117.495354 14.073753 1.000000e+37
362798 25086.550781 7265.812500 61023.691406 92.169739 -20.646894 164.571762 18.604271 1.000000e+37
