#subID	 x	 y	 z	 vx	 yv	 yz	 vmax	 B_MAG
#subID	 kpc/h	 kpc/h	 kpc/h	 km/s	 km/s	 km/s	 km/s	 mags
367324 64326.589844 12141.455078 5284.466797 25.456743 207.570068 66.554619 219.047989 -2.133130e+01
367325 63932.851562 12226.800781 5402.881836 143.395874 221.445129 108.054276 117.252846 -1.909447e+01
367326 64463.308594 12308.583008 5346.967285 -74.476944 195.216629 83.111900 101.410843 -1.934529e+01
367327 64311.675781 12143.673828 5342.080078 138.019867 128.416412 -223.371445 95.314270 -1.833999e+01
367328 64150.945312 12196.820312 5546.110840 26.434767 77.486320 10.699905 61.407108 -1.553752e+01
367329 64532.601562 12036.605469 5160.357422 189.219650 329.738068 58.200943 50.603058 -1.539797e+01
367330 64530.113281 12354.033203 5296.282715 -16.282026 166.016464 68.699570 51.273823 -1.526221e+01
367331 64300.984375 12104.988281 5340.867188 -19.583271 558.249939 177.821869 47.923130 -1.408651e+01
367332 64290.898438 12058.830078 5369.037598 -63.735340 172.814880 194.684464 41.775620 -1.480416e+01
367333 64401.421875 12005.119141 5252.964355 193.889847 361.531555 -30.964497 40.452183 -1.313295e+01
367334 64323.562500 12091.076172 5337.493164 -71.772118 544.287109 261.368866 36.916973 -1.187770e+01
367335 64358.941406 11978.102539 5169.880859 145.354095 120.792717 3.685861 31.744144 -1.269410e+01
367336 64291.734375 12044.329102 5426.613770 -35.922615 105.409050 5.625450 34.960621 -1.155925e+01
367337 64365.382812 12019.559570 5368.258301 -219.828018 279.223328 -38.204884 26.137316 -1.037755e+01
367338 64366.253906 12149.319336 5412.263184 152.524475 278.616699 169.727875 26.999315 -1.179774e+01
367339 63983.714844 12198.625000 5324.538574 -128.930374 211.470505 -43.563526 23.346920 1.000000e+37
367340 64182.285156 12352.704102 5352.194336 -186.037933 190.938507 175.351135 24.005409 -8.671509e+00
367341 64572.921875 12373.274414 5403.322754 -70.760674 48.020073 54.325111 24.483944 -9.323269e+00
367342 64343.046875 12254.714844 5310.813477 -105.657562 78.595436 87.549591 30.082962 -1.301383e+01
367343 64283.867188 12066.909180 5187.508789 83.245941 522.687317 132.920547 24.280306 -8.708500e+00
367344 64315.562500 11997.078125 5281.313965 -86.841148 431.727631 38.696476 25.919724 -1.150329e+01
367345 64250.542969 12273.505859 5401.573730 23.225346 317.378174 114.450912 27.161463 -1.164728e+01
367346 64640.203125 12403.075195 5387.791016 39.792023 249.333466 89.292961 22.054787 -1.235733e+01
367347 64001.253906 12231.565430 5500.019531 -104.042511 144.227356 142.508682 20.420540 1.000000e+37
367348 64159.203125 12040.788086 5275.867676 10.468842 83.433586 -91.123726 21.855692 -9.312342e+00
367349 64515.277344 12454.228516 5392.922363 62.918690 272.437073 50.990982 22.253048 1.000000e+37
367350 64362.988281 11888.858398 5317.475098 -58.105911 276.202209 77.352913 22.708031 -1.084731e+01
367351 64467.753906 12333.902344 5396.098633 -151.037842 237.562195 -20.776690 22.137680 1.000000e+37
367352 63848.269531 12267.047852 5342.349121 -168.110138 199.991562 104.862213 17.331629 1.000000e+37
367353 64357.500000 12007.472656 5223.420898 -151.661621 136.422531 180.235886 23.185785 1.000000e+37
367354 64398.648438 12292.902344 5304.118652 205.316238 65.771233 68.722870 19.334505 1.000000e+37
367355 64330.488281 12079.978516 5252.059570 114.354088 66.778542 -133.633026 22.116360 -1.084249e+01
367356 64261.886719 12172.849609 5472.406738 -151.276581 404.710388 111.081421 15.474866 1.000000e+37
367357 64364.707031 12050.106445 5204.479004 208.089630 370.231171 -39.708244 22.153902 -8.708605e+00
367358 64673.167969 12428.947266 5348.259766 21.635809 88.840477 68.478691 14.712340 1.000000e+37
367359 64296.074219 12091.700195 5372.678711 87.427246 93.016472 -210.982559 21.828949 1.000000e+37
367360 64654.378906 12319.559570 5293.236816 -60.933128 246.643784 12.081000 15.916609 1.000000e+37
367361 64256.578125 11908.937500 5306.731445 202.625061 322.088867 -62.489597 13.602222 1.000000e+37
367362 63879.859375 12124.513672 5319.279785 60.729607 290.586395 210.432526 13.681900 1.000000e+37
367363 64281.511719 12177.518555 5539.113770 -196.754150 237.324173 2.523263 15.179463 1.000000e+37
367364 64477.863281 12303.247070 5388.501953 -147.908569 239.766403 69.584961 22.009081 -9.185915e+00
367365 63977.460938 12264.339844 5323.180176 -151.192459 245.798035 -38.283688 15.637411 1.000000e+37
367366 64385.078125 12159.497070 5387.911621 -3.238309 -2.806759 101.649139 17.789909 1.000000e+37
367367 64365.382812 12008.309570 5239.897949 -180.324860 292.537140 157.939133 18.716085 1.000000e+37
367368 64275.652344 11998.405273 5303.758789 -19.302727 468.909210 251.083923 16.329693 1.000000e+37
367369 64464.593750 12161.079102 5107.186523 15.267439 388.349701 100.544556 14.310570 1.000000e+37
367370 64565.976562 12304.667969 5339.408203 -131.581741 205.669250 -121.571983 13.311379 1.000000e+37
367371 64361.253906 12078.206055 5500.519043 23.374237 329.311493 -173.656250 11.956583 1.000000e+37
367372 64103.386719 12253.405273 5186.886230 -86.350960 180.397507 -41.595062 17.215149 1.000000e+37
367373 64428.390625 12226.622070 5133.031738 -142.455658 404.047668 141.845764 12.082578 1.000000e+37
367374 64209.039062 12114.755859 5548.310059 -109.616905 154.012115 -79.337143 13.028691 1.000000e+37
367375 64429.855469 12280.359375 5383.528809 -133.382965 248.451431 -109.236992 14.989276 1.000000e+37
367376 64517.046875 12366.319336 5083.221191 77.321739 304.086090 12.587592 13.890485 1.000000e+37
367377 64286.386719 12071.413086 5292.434082 -239.608627 132.841797 -107.908073 13.922718 1.000000e+37
367378 64178.472656 12200.908203 5265.181641 60.293148 46.135788 194.229675 11.189864 1.000000e+37
367379 64167.226562 12123.442383 5062.192871 82.625999 224.911194 207.006744 14.176879 1.000000e+37
367380 64305.015625 12291.532227 5284.964355 -181.867157 342.832092 238.859543 12.507798 1.000000e+37
367381 63953.523438 12230.251953 5386.763672 155.112778 357.244354 182.624954 16.153374 1.000000e+37
367382 64307.492188 12022.119141 5309.847168 -71.208511 470.790192 248.567017 14.871571 1.000000e+37
367383 64352.425781 12241.641602 5480.627930 50.085712 2.387405 -36.137325 14.901609 1.000000e+37
367384 64267.621094 12158.020508 5202.899414 -214.395325 3.328247 125.534470 13.328679 1.000000e+37
367385 64578.828125 12327.088867 5276.855469 60.356277 327.773926 200.312073 15.324692 1.000000e+37
367386 64328.675781 12339.751953 5266.557129 104.202972 222.107208 154.148117 17.692247 -8.950913e+00
367387 64190.898438 12174.460938 5041.316895 -99.030960 190.885223 -87.352959 10.079018 1.000000e+37
367388 64494.054688 11962.262695 5177.070312 236.348053 257.288177 57.053844 14.060228 1.000000e+37
367389 64328.296875 12356.852539 5337.690918 -142.954330 274.602783 8.109942 14.258806 1.000000e+37
367390 64416.589844 12395.825195 5432.727539 4.343212 131.105530 -76.358826 10.537151 1.000000e+37
367391 63880.855469 12165.127930 5385.102539 187.911346 122.806870 -67.101326 13.062530 1.000000e+37
367392 64314.535156 12306.855469 5167.608887 87.627327 217.362900 261.988586 13.745846 1.000000e+37
367393 64180.199219 12135.349609 5307.791016 -142.745438 55.702572 -4.947741 11.667814 1.000000e+37
367394 64296.894531 12187.651367 5195.083008 -42.688145 142.655380 354.575989 15.202050 1.000000e+37
367395 64402.406250 12112.585938 5291.958984 -12.630440 393.503418 177.374802 14.671763 1.000000e+37
367396 64572.859375 12440.617188 5367.458984 -43.583683 251.590302 -15.004888 11.145611 1.000000e+37
367397 64608.902344 12254.256836 5378.034180 98.022438 321.580688 -75.197769 9.026144 1.000000e+37
367398 64322.804688 12108.625000 5325.060059 14.937248 599.545593 253.333054 12.369708 1.000000e+37
367399 64328.097656 12232.663086 5317.218750 -260.601990 150.855652 3.376350 11.770294 1.000000e+37
367400 64200.574219 12246.716797 5178.282227 137.612305 50.770084 216.266617 11.152766 1.000000e+37
367401 64156.667969 12209.997070 5303.796875 -56.040325 250.101990 140.924759 14.542123 1.000000e+37
367402 64438.644531 12162.158203 5212.662598 96.240387 485.496033 15.959306 10.971935 1.000000e+37
367403 64346.386719 11980.307617 5294.329102 -70.009918 435.484802 250.709381 10.622758 1.000000e+37
367404 64151.523438 12118.778320 5231.941895 214.207794 168.440186 205.094009 9.701472 1.000000e+37
367405 64334.917969 12309.354492 5194.153320 126.412392 170.302612 -1.171482 13.206651 1.000000e+37
367406 63841.105469 12286.074219 5355.476074 176.817291 238.877853 66.949593 9.962610 1.000000e+37
367407 64251.703125 12182.022461 5442.314453 58.361248 14.897761 -0.195040 9.905728 1.000000e+37
367408 64653.421875 12321.306641 5310.628906 -12.518043 12.622995 4.838184 7.919694 1.000000e+37
367409 64497.644531 12441.938477 5337.638184 79.497185 342.168610 132.965973 9.840013 1.000000e+37
367410 64173.070312 11959.011719 5224.994629 207.872284 319.295868 -21.844564 7.931034 1.000000e+37
367411 64360.171875 11918.319336 5392.385254 -6.150280 465.035553 43.139622 7.841619 1.000000e+37
367412 64306.246094 12414.574219 5277.091797 -86.375404 262.524384 166.056732 10.104059 1.000000e+37
367413 64183.402344 12154.860352 5142.802246 122.607582 321.159729 186.441971 10.020774 1.000000e+37
367414 64269.984375 12244.905273 5280.845703 -226.850189 307.234283 263.617584 9.035212 1.000000e+37
367415 64485.933594 12171.897461 5171.187988 -166.970261 239.175369 132.479446 11.172289 1.000000e+37
437402 63704.171875 11944.240234 5129.674316 156.262909 251.915909 112.692673 165.017914 -1.975066e+01
437403 63767.582031 11880.375000 4957.857422 166.701721 114.420219 123.620270 94.721489 -1.840528e+01
437404 63871.023438 11821.895508 4988.040527 77.274162 288.708923 3.640847 57.345165 -1.593417e+01
437405 63528.152344 11867.215820 5170.128418 141.222687 391.958313 -13.071820 25.974361 1.000000e+37
437406 63850.347656 11791.449219 5069.285645 174.039948 330.874512 143.438538 28.747713 -9.561198e+00
437407 63793.976562 11939.545898 5228.737793 88.079208 315.691040 106.869766 29.089087 -1.299048e+01
437408 63866.128906 11776.116211 4932.568359 82.843544 327.855438 116.312675 24.545740 1.000000e+37
437409 63481.027344 11942.302734 5132.144043 217.140976 232.766296 36.381836 21.774204 1.000000e+37
437410 63646.488281 11930.191406 5140.808594 225.941299 348.732605 201.052460 17.577959 -1.374181e+01
437411 63663.558594 11959.177734 5024.986328 90.594147 272.508881 271.600372 20.427301 1.000000e+37
437412 63622.937500 11924.772461 5307.317383 191.794601 216.837845 113.191811 20.390938 1.000000e+37
437413 63638.050781 11990.623047 5161.148926 131.999847 270.070374 288.239410 18.558149 1.000000e+37
437414 63752.660156 11921.128906 5221.175293 277.534088 165.666809 36.176613 21.156357 1.000000e+37
437415 63705.949219 11831.471680 5256.201172 137.867508 276.920685 182.211243 19.868177 1.000000e+37
437416 63869.550781 11710.644531 5059.565430 267.824188 285.655945 115.255730 14.447745 1.000000e+37
437417 63717.039062 11940.629883 5196.009277 342.534485 179.067734 4.196410 19.012016 1.000000e+37
437418 63889.417969 11743.055664 5042.245117 145.874542 296.498077 -51.463585 14.581490 1.000000e+37
437419 63637.207031 11912.452148 5210.166992 120.063385 303.754608 -59.611469 15.533784 1.000000e+37
437420 63784.195312 11873.430664 5011.825195 47.917583 382.260681 112.059250 15.852438 1.000000e+37
437421 63504.628906 11881.217773 5172.134277 275.678741 256.916504 36.512363 14.093467 1.000000e+37
437422 63741.132812 11895.538086 5145.008301 114.911560 317.969360 -46.791153 17.444857 1.000000e+37
437423 63798.605469 11844.013672 4936.225586 134.578583 289.024902 266.273132 15.110993 1.000000e+37
437424 63558.546875 12019.821289 5250.682129 91.671036 221.279282 47.166420 13.739820 1.000000e+37
437425 63683.550781 11917.041992 5025.723145 103.333321 199.282120 286.460205 12.832835 1.000000e+37
437426 63793.949219 11902.908203 4987.419922 218.012115 96.961479 139.920624 17.570860 1.000000e+37
437427 63675.738281 12024.213867 4945.195312 117.592354 335.618805 138.666443 13.760516 1.000000e+37
437428 63678.511719 11894.887695 5083.865234 6.608295 335.513184 171.473053 17.313053 1.000000e+37
437429 63634.734375 12008.511719 5118.188965 43.665409 252.606964 251.247757 13.689210 1.000000e+37
437430 63697.433594 11843.415039 5074.077148 56.874451 173.383606 297.439362 10.788061 1.000000e+37
437431 63591.222656 11954.808594 5109.455078 221.814148 130.143326 19.041170 13.100182 1.000000e+37
437432 63752.585938 11825.885742 5249.133301 150.151627 288.056732 178.192703 8.790337 1.000000e+37
437433 63692.984375 11960.304688 4930.833496 103.916046 359.889893 162.910446 11.187642 1.000000e+37
437434 63543.109375 11986.909180 5262.688965 60.694042 243.374390 83.350006 10.325551 1.000000e+37
437435 63863.187500 11952.897461 5120.776367 58.758274 184.037033 103.090057 11.878932 1.000000e+37
437436 63843.148438 11973.267578 5075.920898 -5.901715 285.299805 244.132278 7.438798 1.000000e+37
437437 63829.917969 11810.828125 5102.983398 166.811798 356.944031 158.193680 8.728541 1.000000e+37
437438 63879.851562 11809.263672 5054.247559 107.741150 335.331787 -20.950939 10.867705 1.000000e+37
437439 63832.871094 11944.942383 4978.895996 6.866263 282.582733 251.003174 8.788115 1.000000e+37
437440 63743.578125 11912.951172 5213.849121 238.589539 83.361069 104.788765 12.551973 1.000000e+37
437441 63646.808594 11982.355469 5101.769043 135.468018 252.654663 218.857727 13.725650 1.000000e+37
437442 63754.820312 11868.932617 4987.416992 43.942886 241.698669 168.528503 10.867597 1.000000e+37
437443 63631.035156 11983.464844 5282.196777 265.518860 184.909073 175.379974 8.701957 1.000000e+37
437444 63831.457031 11923.439453 5293.804688 200.722076 342.128632 51.492153 8.972820 1.000000e+37
488631 63035.656250 11964.989258 3754.656250 68.247002 109.131859 131.002823 115.745003 -1.941078e+01
488632 63055.343750 11957.836914 3752.943604 8.564176 153.828461 146.564514 60.741398 -1.813322e+01
488633 62944.500000 12052.759766 3763.796875 170.332687 124.907516 73.946503 28.530245 1.000000e+37
488634 63093.070312 11923.435547 3708.770020 124.462234 148.129623 66.222855 17.945980 -1.241410e+01
488635 63077.238281 11759.831055 3803.330811 108.269440 132.725449 131.878906 24.491755 -9.725490e+00
488636 63095.554688 11941.577148 3831.975342 115.672958 128.569046 -3.780414 16.133223 1.000000e+37
488637 63082.890625 11947.692383 3732.272949 59.342571 192.694031 139.190582 12.972561 1.000000e+37
488638 62949.750000 11911.100586 3821.033447 90.659088 25.824959 129.745438 16.830206 1.000000e+37
488639 63051.835938 12082.692383 3644.582031 23.972427 208.720474 121.493187 11.150496 1.000000e+37
488640 63093.203125 11816.478516 3794.350098 45.970997 156.706314 139.340393 14.910679 1.000000e+37
488641 63051.593750 11803.723633 3741.566162 96.063637 178.796555 177.827469 10.908963 1.000000e+37
488642 62996.761719 12025.988281 3755.454102 228.706573 100.678047 123.755356 13.671514 1.000000e+37
488643 63136.519531 12024.625977 3794.708984 68.433464 172.943878 31.973427 12.227902 1.000000e+37
488644 62981.273438 11898.200195 3708.327637 75.043190 42.626556 98.503662 9.891921 1.000000e+37
488645 63051.050781 11915.384766 3814.835449 176.680191 84.146027 219.082306 11.005567 1.000000e+37
488646 63103.132812 11919.800781 3693.730469 -63.712112 54.829006 177.159637 8.679047 1.000000e+37
488647 63115.394531 11953.238281 3674.554932 -50.576508 45.329208 166.537064 8.105144 1.000000e+37
488648 63102.679688 12087.476562 3780.716309 -18.732073 80.634399 84.143333 8.258412 1.000000e+37
493402 65397.953125 13094.484375 5515.048828 75.413734 182.380188 102.364029 138.676041 -1.996507e+01
493403 65328.500000 13142.255859 5595.598145 133.269302 253.469574 122.588478 43.346188 -1.467540e+01
493404 65408.667969 13110.656250 5541.583496 31.575607 83.444435 -59.995960 20.802637 -8.479856e+00
493405 65422.843750 13002.918945 5574.832031 107.613136 214.197296 248.981323 12.325004 1.000000e+37
493406 65518.425781 13034.860352 5473.645508 70.185303 109.456329 240.954056 11.829967 1.000000e+37
493407 65393.554688 13157.164062 5498.167480 147.236359 264.884918 23.291769 13.272108 1.000000e+37
493408 65370.820312 13076.125000 5443.575684 60.898876 143.401245 10.791604 11.899689 1.000000e+37
493409 65287.878906 13106.307617 5600.766602 108.415184 279.255676 151.591660 11.476662 1.000000e+37
493410 65506.574219 13077.788086 5485.002441 77.359581 132.500366 157.186768 14.217912 1.000000e+37
493411 65328.195312 13081.207031 5525.606445 55.742924 67.829704 146.960648 10.815540 1.000000e+37
515232 62811.132812 11980.790039 5933.455566 105.301544 239.363144 48.147369 130.908707 -1.966596e+01
515233 62798.746094 12024.120117 5960.574707 212.793900 301.108246 -7.145077 16.818924 1.000000e+37
515234 62775.144531 12038.867188 5901.021973 129.587845 208.253204 160.021637 12.716005 1.000000e+37
515235 62728.722656 12038.078125 5990.355957 126.788170 257.325500 55.833214 12.334863 1.000000e+37
515236 62870.679688 11947.008789 5847.179688 137.271286 255.293716 40.511627 9.717257 -8.879507e+00
515237 62805.808594 12014.288086 5985.914551 48.591702 118.390549 61.333717 12.676130 1.000000e+37
523884 62777.250000 11648.224609 3936.117432 104.235535 224.480804 91.900436 127.439255 -1.961395e+01
