#subID	 x	 y	 z	 vx	 yv	 yz	 vmax	 B_MAG
#subID	 kpc/h	 kpc/h	 kpc/h	 km/s	 km/s	 km/s	 km/s	 mags
432874 17892.660156 56341.597656 4117.939941 -81.668755 159.745895 -286.518799 186.182205 -2.062550e+01
432875 18003.259766 56221.464844 4294.405762 -76.601318 128.944748 -357.753815 70.552277 -1.709673e+01
432876 17865.181641 56311.878906 4200.508789 11.396031 89.062599 -321.585083 75.046448 -1.692069e+01
432877 17861.822266 56384.839844 4102.079102 -10.054641 -25.222092 -139.993011 52.064003 -1.435695e+01
432878 17782.201172 56435.453125 4215.220215 -30.089460 313.447876 -252.482391 29.754910 1.000000e+37
432879 18020.146484 56324.535156 4348.036621 -4.231861 78.735687 -359.461639 25.184153 1.000000e+37
432880 17993.142578 56448.593750 4120.507324 -117.848152 274.490234 -403.633270 21.452751 1.000000e+37
432881 17995.542969 56477.769531 3986.939209 -126.402306 210.062500 -390.632446 20.369646 1.000000e+37
432882 17909.861328 56307.269531 4154.183594 -261.110931 68.254234 -325.077789 31.158497 -1.095578e+01
432883 18038.546875 56454.707031 3995.903320 -97.459442 264.285034 -373.889893 17.431965 1.000000e+37
432884 17943.730469 56261.101562 4386.349609 -123.832535 212.248703 -200.708328 18.111267 1.000000e+37
432885 17964.826172 56387.562500 4271.509766 -253.482971 60.363270 -327.553680 14.808087 1.000000e+37
432886 17931.892578 56419.292969 4270.149414 19.934313 191.857986 -152.028641 16.180506 1.000000e+37
432887 18014.265625 56391.539062 4132.056152 -198.921661 146.122910 -404.155304 15.822244 1.000000e+37
432888 18003.210938 56201.027344 4136.184570 -139.644974 18.014915 -240.400391 12.553086 1.000000e+37
432889 17966.347656 56501.523438 4029.493164 -79.534042 186.002380 -414.624725 12.385507 1.000000e+37
432890 17940.455078 56245.914062 4251.923828 82.194771 254.414185 -358.152161 12.272717 1.000000e+37
432891 17998.513672 56314.824219 4261.457520 -27.834768 118.715446 -198.780533 9.708419 1.000000e+37
432892 17921.351562 56312.804688 4131.466797 17.696707 321.592255 -443.649597 20.891970 1.000000e+37
432893 17761.353516 56244.925781 4183.442871 -156.603561 316.971710 -228.644791 14.782626 1.000000e+37
432894 17964.376953 56203.160156 4244.742188 43.049480 94.768684 -364.527893 13.994280 1.000000e+37
432895 18061.144531 56365.218750 4033.604980 -88.381355 228.793716 -426.978790 12.148505 1.000000e+37
432896 17884.837891 56296.945312 4167.252441 -184.224670 131.470734 -139.472015 15.206242 1.000000e+37
432897 17937.876953 56272.050781 3980.543945 -72.094383 160.046097 -177.237518 17.007355 1.000000e+37
432898 17929.839844 56304.675781 4270.642578 -96.534775 255.718552 -319.642670 16.170084 1.000000e+37
432899 17978.505859 56360.773438 4122.632812 -247.653015 90.792526 -401.878143 14.679492 1.000000e+37
432900 17872.626953 56252.832031 4247.217773 60.145035 165.038284 -331.501343 14.507468 1.000000e+37
432901 17876.298828 56217.488281 4203.974609 -79.132401 18.288210 -301.327942 13.118265 1.000000e+37
432902 17922.701172 56438.898438 4047.358398 -19.859571 271.019592 -366.123291 10.226365 1.000000e+37
432903 17977.294922 56446.863281 4017.462646 -164.661163 70.256165 -343.677429 13.362486 1.000000e+37
432904 17764.917969 56435.410156 4250.073730 38.376667 86.721848 -249.248520 10.935275 1.000000e+37
432905 17840.476562 56387.449219 4014.432129 77.640457 203.156403 -148.388107 10.429792 1.000000e+37
432906 17906.873047 56201.679688 4235.703125 22.235636 314.990845 -263.905548 7.762602 1.000000e+37
432907 17967.152344 56363.097656 4124.307617 -242.923157 37.745152 -277.600433 13.642529 1.000000e+37
432908 17987.732422 56335.554688 4370.071289 -77.881950 110.245773 -150.922318 8.349032 1.000000e+37
432909 17703.630859 56287.730469 4196.429688 -3.701107 122.134354 -247.123047 10.844685 1.000000e+37
432910 17691.697266 56291.851562 4154.648926 -118.650146 154.598816 -213.751343 10.596825 1.000000e+37
432911 17930.630859 56452.101562 4122.720703 -189.466461 16.292521 -338.078766 11.331641 1.000000e+37
432912 17946.992188 56241.246094 4285.376953 22.130873 302.104645 -301.832092 12.089616 1.000000e+37
432913 17951.955078 56347.945312 4431.695312 28.270588 122.995369 -313.572479 11.043649 1.000000e+37
432914 18011.748047 56304.265625 4081.689209 -44.151497 5.269958 -182.082870 10.312378 1.000000e+37
432915 17837.541016 56405.703125 4162.394043 -148.442230 333.132446 -400.265717 12.716477 1.000000e+37
432916 17756.837891 56255.609375 4160.555664 -188.069763 132.646240 -435.586060 9.843285 1.000000e+37
432917 18033.537109 56219.023438 4382.991211 -43.079830 232.344833 -252.915649 9.004274 1.000000e+37
432918 17789.056641 56399.457031 4178.644531 -56.453674 351.771881 -219.971848 8.436502 1.000000e+37
432919 17726.261719 56322.761719 4211.270996 -32.152340 106.007782 -231.636169 12.062283 1.000000e+37
432920 17873.177734 56271.054688 4305.181152 -108.124329 180.627380 -324.079742 9.379239 1.000000e+37
432921 18010.509766 56412.765625 4061.630127 -181.731720 139.679337 -307.261383 8.517246 1.000000e+37
432922 17856.246094 56366.054688 4156.845215 -64.283218 140.629425 -504.494019 10.205796 1.000000e+37
432923 17871.507812 56306.890625 4243.563477 -34.821243 -16.549679 -312.982208 10.455317 1.000000e+37
470166 17789.437500 56714.003906 3643.347656 -91.920029 132.889435 -217.204819 151.104431 -1.975987e+01
470167 17804.697266 56769.074219 3636.925537 -200.984726 41.148643 -277.203430 70.943367 -1.737270e+01
470168 17831.664062 56643.164062 3699.057373 -174.381668 219.681900 -225.315903 32.982014 -1.323502e+01
470169 17756.267578 56881.414062 3524.772461 -89.449722 38.651260 -185.613998 19.170801 1.000000e+37
470170 17800.951172 56764.421875 3764.368164 -44.870384 179.507263 -326.788544 24.244064 1.000000e+37
470171 17706.974609 56692.941406 3570.586914 -98.441086 70.512413 -140.389404 26.899004 -1.006356e+01
470172 17694.552734 56666.531250 3590.642090 -82.811508 122.605247 -219.744019 19.104836 -1.168178e+01
470173 17829.580078 56801.531250 3684.871338 46.752438 230.428162 -183.844925 14.710779 1.000000e+37
470174 17728.052734 56856.292969 3590.516357 -181.168457 155.686768 -263.700287 16.103214 1.000000e+37
470175 17772.351562 56669.968750 3667.581543 9.818751 211.589127 -279.081329 15.832989 -1.105476e+01
470176 17753.324219 56729.917969 3636.404297 -44.349689 303.552856 -33.803497 16.022676 1.000000e+37
470177 17841.914062 56803.750000 3772.730713 -137.181458 215.129745 -268.738281 13.779864 1.000000e+37
470178 17772.949219 56833.500000 3683.666748 -52.295799 99.259018 -320.522430 13.263439 1.000000e+37
470179 17856.250000 56654.441406 3686.496094 -180.548080 131.849152 -350.275391 13.562634 1.000000e+37
470180 17761.843750 56822.113281 3661.022949 -115.526382 230.020996 -342.059052 10.940633 1.000000e+37
470181 17760.101562 56655.765625 3658.317627 -121.005852 275.264038 -370.175903 12.680804 1.000000e+37
470182 17655.380859 56802.214844 3600.878174 -60.370209 28.803663 -171.074127 10.081060 1.000000e+37
470183 17810.062500 56689.429688 3602.865967 -251.928070 114.141869 -352.889526 10.393181 1.000000e+37
470184 17776.341797 56670.832031 3706.645264 -112.037598 132.552368 -50.703434 10.749770 1.000000e+37
470185 17855.142578 56705.824219 3696.543701 -152.326660 22.271042 -405.695099 9.494273 1.000000e+37
470186 17687.123047 56715.937500 3492.102539 -101.005417 200.685287 -343.014008 8.488534 1.000000e+37
470187 17846.437500 56689.652344 3701.882568 -130.104752 179.914001 -289.020142 12.059628 -9.145052e+00
470188 17860.968750 56671.472656 3733.605713 -99.462273 159.443497 -253.007294 8.851910 1.000000e+37
553972 18246.462891 55620.359375 5689.285645 -52.556805 119.557114 -289.237854 66.017311 -1.668995e+01
553973 18262.306641 55591.855469 5658.172363 -36.429207 139.492950 -214.069672 68.757050 -1.684655e+01
553975 18301.923828 55637.542969 5705.456055 -73.178856 74.596916 -204.332916 43.286663 -1.355354e+01
553976 18273.414062 55612.777344 5711.989258 -64.470375 60.476475 -240.390533 37.558365 -1.252036e+01
553978 18300.652344 55692.597656 5658.840332 -74.752930 147.336075 -199.524826 16.807062 1.000000e+37
553980 18270.851562 55687.476562 5653.499023 -100.110550 104.044617 -237.408173 12.449144 1.000000e+37
553981 18228.644531 55647.679688 5693.513672 -94.629181 70.970764 -264.735443 14.274709 1.000000e+37
553982 18289.900391 55562.128906 5672.996582 -76.265327 119.926064 -148.997864 9.690883 1.000000e+37
553983 18246.279297 55554.289062 5657.400879 -32.081566 190.686600 -257.566162 14.609847 1.000000e+37
573624 18230.390625 57779.835938 2246.798584 -140.101578 164.322281 -257.503632 90.283791 -1.840130e+01
573625 18223.029297 57746.628906 2295.217529 -136.994202 216.746567 -248.588226 18.499470 1.000000e+37
580738 18543.066406 55796.886719 5613.402344 -47.616001 121.539833 -226.369568 88.359863 -1.786542e+01
607033 17459.996094 58296.277344 3112.896484 -77.020554 139.401291 -316.441101 75.552704 -1.720291e+01
607034 17438.683594 58273.417969 3109.743408 -32.013508 76.004082 -330.791809 17.208845 1.000000e+37
607035 17405.447266 58319.804688 3094.525635 -51.851742 94.878418 -289.899780 16.417696 1.000000e+37
607036 17365.396484 58258.406250 3129.242920 -13.743603 150.500793 -313.237305 10.910303 1.000000e+37
637378 17666.394531 57205.164062 3096.132080 -147.642776 108.807816 -252.666458 65.963585 -1.691479e+01
637379 17729.578125 57222.832031 3083.506104 -165.088165 104.931557 -267.686310 23.496605 -8.936176e+00
651233 16043.833984 56334.000000 3225.906250 -10.059204 177.222641 -308.333344 62.809906 -1.629326e+01
651234 15980.852539 56368.589844 3266.304199 -29.032896 179.123337 -328.580994 9.215484 1.000000e+37
677705 18427.660156 55009.292969 5053.897949 -89.239677 149.131714 -216.501953 55.642803 -1.497347e+01
677706 18432.972656 54971.285156 5083.164551 -105.520622 148.163361 -196.561417 21.301643 1.000000e+37
679538 17536.287109 58017.652344 2775.823242 -96.537567 134.069824 -270.883362 54.920956 -1.515980e+01
679539 17556.212891 58070.562500 2736.700928 -100.056877 100.176025 -271.386688 10.833709 1.000000e+37
679540 17561.966797 58086.230469 2793.415283 -110.068771 117.671204 -260.381500 9.347887 1.000000e+37
679541 17505.144531 58069.328125 2788.385010 -129.515182 109.308655 -291.199524 10.765799 1.000000e+37
690242 17635.414062 57555.605469 2990.333008 -87.382088 133.731766 -251.485229 52.548199 -1.461654e+01
690243 17611.630859 57542.527344 3006.444336 -140.666718 132.294937 -291.224701 16.412123 1.000000e+37
