#subID	 x	 y	 z	 vx	 yv	 yz	 vmax	 B_MAG
#subID	 kpc/h	 kpc/h	 kpc/h	 km/s	 km/s	 km/s	 km/s	 mags
430016 13246.963867 69586.757812 565.721985 250.278595 -129.112030 47.320629 11.474739 1.000000e+37
430032 13300.776367 69518.250000 551.959473 171.653183 -129.379852 60.141163 10.531117 1.000000e+37
430035 13260.488281 69594.140625 614.421326 258.334351 -224.665161 252.417633 8.110229 1.000000e+37
452802 12846.187500 67332.281250 74253.750000 367.558380 -139.871918 -100.318329 141.399979 -1.994389e+01
452804 12756.256836 67342.554688 74256.679688 425.663239 -81.568718 -14.440481 94.527992 -1.820530e+01
452805 12817.975586 67306.140625 74295.382812 283.366638 -174.895065 -212.672211 59.124168 -1.605330e+01
452806 12803.081055 67427.523438 74430.617188 361.969879 -109.148262 -98.872467 34.576168 -1.146960e+01
452807 12814.004883 67308.531250 74283.148438 228.735275 -165.312012 -193.042007 32.075954 -1.245678e+01
452816 12726.512695 67326.515625 74210.328125 439.240448 -68.511559 -82.260811 11.255466 1.000000e+37
452818 12784.363281 67314.835938 74283.906250 403.946228 -266.200806 -9.717681 10.320536 1.000000e+37
452819 12894.593750 67333.562500 74295.648438 465.125946 -211.865128 -217.436554 13.988542 1.000000e+37
452820 12797.774414 67281.039062 74348.695312 321.885101 -139.319336 -151.654907 12.262292 1.000000e+37
452822 12786.771484 67339.898438 74266.679688 444.577789 -268.527313 -44.290672 11.279198 1.000000e+37
452824 12820.969727 67356.125000 74235.734375 502.214844 -76.640167 14.711583 10.687352 1.000000e+37
452825 12769.726562 67324.375000 74332.632812 412.196320 6.275173 -27.276152 13.718059 1.000000e+37
452827 12814.211914 67311.312500 74331.578125 282.358551 -144.834137 -108.295387 11.441200 1.000000e+37
462088 11859.151367 68174.421875 661.367615 367.471985 -29.058506 -25.880337 167.469269 -1.902772e+01
462089 11943.658203 68108.289062 627.230164 299.644958 -88.064445 -15.929753 37.651218 -1.352097e+01
462090 11910.341797 68125.796875 590.908447 533.326294 -56.703003 -5.222620 35.342598 -1.234006e+01
462091 11727.561523 68043.414062 714.469482 315.228912 15.070673 -17.165096 23.965418 1.000000e+37
462092 11826.868164 68289.234375 749.080994 251.392090 3.039417 -68.816589 18.514927 1.000000e+37
462093 11806.613281 68210.203125 641.270996 425.128021 -186.361694 -140.690018 19.651888 1.000000e+37
462094 11951.543945 68142.093750 769.118835 436.865112 24.458910 -26.277691 19.981812 1.000000e+37
462095 11802.259766 68306.898438 697.100037 457.752777 15.145434 -51.764935 18.940025 1.000000e+37
462096 11977.276367 68036.835938 680.028503 245.284134 -36.174892 -96.634850 16.470695 1.000000e+37
462097 11713.362305 68221.539062 627.752625 313.456543 -24.015339 -48.045094 18.010435 -1.021513e+01
462098 11690.503906 68212.929688 707.395020 376.853516 -95.161980 -171.322525 14.217385 1.000000e+37
462099 11953.117188 68048.640625 659.108704 383.095001 -139.074768 -55.651218 13.310071 1.000000e+37
462100 11797.459961 68223.398438 599.031128 358.438416 -179.838181 52.278084 15.557010 1.000000e+37
462101 11868.861328 68202.257812 721.939392 237.712814 -89.561188 62.422215 16.446585 1.000000e+37
462102 11859.526367 68100.484375 588.658997 539.165649 -28.630323 -73.921104 16.871620 1.000000e+37
462103 11888.827148 68171.953125 551.007324 446.018616 44.934380 16.314814 15.662941 1.000000e+37
462104 11860.299805 68247.367188 733.537781 421.871582 -204.257599 -75.679214 10.790063 1.000000e+37
462105 11809.454102 68270.796875 678.599426 319.417480 -36.474823 -18.658449 11.730295 1.000000e+37
462106 11955.357422 68097.875000 636.936035 309.909058 -78.283569 41.350937 14.112131 1.000000e+37
462107 11770.659180 68155.929688 552.201416 491.370270 28.993004 -130.748596 9.964269 1.000000e+37
462108 11987.258789 68164.148438 732.271423 307.558868 -33.080212 -159.684128 11.416231 1.000000e+37
462109 11873.127930 68098.859375 785.036377 264.138000 -80.232262 -148.124207 8.308270 1.000000e+37
462110 11929.220703 68182.976562 662.942993 274.436981 -217.365799 -88.496582 8.694225 1.000000e+37
462111 11727.537109 68246.773438 614.939453 280.279144 8.008207 -82.557510 9.857192 1.000000e+37
462112 11966.432617 68083.257812 680.087463 416.353424 -167.285675 -48.144581 8.039586 1.000000e+37
462113 11683.321289 68208.250000 694.103210 454.717468 -20.515333 73.089333 10.597260 1.000000e+37
462114 11872.681641 68133.546875 500.988678 383.824768 8.607891 -58.456863 10.737549 1.000000e+37
469298 11612.894531 68233.414062 953.900757 397.551086 -55.298058 -110.625259 147.249435 -2.017726e+01
469299 11587.295898 68214.062500 983.221802 508.831818 -171.025314 -88.900230 43.987217 -1.458196e+01
469300 11648.057617 68299.085938 934.833313 341.909973 -16.125462 -164.404480 36.095413 -1.309282e+01
469301 11629.876953 68190.242188 964.856934 565.066467 -86.552010 -42.745708 26.367447 -1.099687e+01
469302 11455.299805 68157.554688 921.480347 466.729919 -90.391830 -107.409737 18.136129 1.000000e+37
469303 11560.638672 68251.507812 963.000610 378.229248 44.333126 32.267471 23.269379 1.000000e+37
469304 11582.992188 68212.835938 942.413086 455.672943 -113.173615 32.646336 18.942263 -9.825667e+00
469305 11732.901367 68209.492188 1065.087158 438.395905 -8.922078 -171.663040 13.022471 1.000000e+37
469306 11619.855469 68226.851562 1039.622070 338.384888 -185.195999 -34.388939 13.600265 1.000000e+37
469307 11548.189453 68254.453125 1041.726807 474.313446 5.930338 -221.542130 12.539064 1.000000e+37
469308 11539.187500 68162.445312 1062.116333 331.772919 -61.587624 -123.734871 9.173488 1.000000e+37
469309 11567.202148 68080.109375 963.234253 382.977081 -78.010880 -197.125275 11.996610 1.000000e+37
469310 11541.263672 68144.484375 945.430237 488.086670 -47.429760 -73.273285 15.034807 1.000000e+37
469311 11603.964844 68103.171875 1006.849976 470.881165 15.692103 -50.090485 8.084744 1.000000e+37
469312 11656.699219 68165.781250 1115.840942 324.007507 -133.430115 -128.844254 8.422472 1.000000e+37
469313 11684.622070 68248.039062 846.009644 497.835175 -6.587249 -159.647476 7.171701 1.000000e+37
505824 12950.454102 69169.585938 9.630650 231.062958 -250.998505 225.802002 132.211670 -2.019847e+01
505825 12964.083984 69155.179688 8.644289 267.613312 -281.552032 214.921036 44.882519 -1.581181e+01
505826 13072.201172 69150.562500 5.774787 154.100052 -173.931183 229.015030 24.289537 1.000000e+37
505827 12936.675781 69205.843750 123.334824 222.937256 -172.386765 163.024246 21.777664 1.000000e+37
505828 12993.543945 69199.492188 59.841763 205.740326 -128.389816 159.772583 16.825207 1.000000e+37
505829 12921.514648 69196.375000 74939.218750 199.300385 -275.303711 223.944458 17.363575 1.000000e+37
505830 12955.829102 69229.328125 130.148529 243.466583 -180.299042 199.636642 15.763283 1.000000e+37
505831 12831.805664 69205.789062 1.795365 266.398254 -277.682281 171.424957 20.444000 1.000000e+37
505832 12852.045898 69182.656250 74982.234375 278.715698 -351.207855 202.929779 18.415075 1.000000e+37
505833 12991.530273 69153.632812 93.373642 213.508133 -304.481140 252.497421 15.245767 1.000000e+37
505834 12967.304688 69181.476562 86.809975 286.207794 -137.471939 227.890961 12.387580 1.000000e+37
505835 12973.750000 69121.312500 94.724983 188.156250 -293.818481 226.586945 12.746211 1.000000e+37
505836 12967.323242 69220.320312 21.814348 193.779343 -237.127991 97.537483 12.624105 1.000000e+37
505837 12907.446289 69103.375000 74984.554688 277.596954 -138.070267 237.451355 11.272189 1.000000e+37
505838 12982.814453 69168.328125 74.162186 234.996536 -98.763374 184.638458 11.486635 1.000000e+37
505839 13013.000977 69149.742188 86.648430 233.618256 -294.043427 266.919525 9.849010 1.000000e+37
505840 12932.478516 69185.148438 74995.789062 338.166595 -96.035492 273.449860 12.767360 1.000000e+37
505841 12960.261719 69276.007812 35.022419 328.153290 -304.164795 288.771790 8.073912 1.000000e+37
505842 12857.394531 69212.343750 41.930653 253.350693 -312.268585 288.825653 12.309646 1.000000e+37
505843 13004.501953 69264.937500 69.863464 236.179611 -312.295471 167.243790 9.849874 1.000000e+37
505844 12968.385742 69229.156250 74977.171875 236.320251 -251.998886 260.574341 11.047568 1.000000e+37
505845 12904.383789 69207.195312 74982.171875 203.236908 -306.153992 164.430557 8.053776 1.000000e+37
506727 11709.785156 69500.453125 1808.560059 336.601532 -101.410194 -30.322515 122.403938 -1.958898e+01
506728 11677.002930 69486.546875 1909.116089 361.317841 -34.862667 -46.173546 43.704121 -1.373086e+01
506729 11670.682617 69342.218750 1748.202271 302.094025 -107.756432 0.560919 35.875614 -1.165089e+01
506730 11607.440430 69479.484375 1957.933838 348.828247 -141.013611 -94.732399 21.250019 1.000000e+37
506731 11670.399414 69501.132812 1809.863525 341.153381 -63.872154 -15.791893 18.973694 1.000000e+37
506732 11708.803711 69649.070312 1861.535645 405.651917 -156.092590 5.183277 21.682283 1.000000e+37
506733 11711.634766 69514.929688 1823.911255 306.715088 -84.722855 -116.030380 16.485069 1.000000e+37
506734 11840.205078 69552.703125 1795.347168 344.080719 -129.089462 -122.120659 12.856533 1.000000e+37
506735 11679.770508 69525.414062 1792.090942 314.796967 -152.261429 -43.688335 19.474518 -1.125210e+01
506736 11650.101562 69522.187500 1757.116577 353.528473 -151.819672 73.082367 13.255692 1.000000e+37
