#X(10*Mpc)   Y(10*Mpc)  Z(10*Mpc)  Potencial
24.48974995  31.72854712  28.8706301  8.17901829299e+22
63.97824117  16.36583155  50.26053614  1.81196652819e+25
25.46230263  35.97946495  27.9352393  8.13087454058e+22
21.01176288  29.07208611  38.03089598  7.59677094848e+22
17.62349818  34.60434746  29.01564839  9.22617718616e+22
20.12552011  30.59729037  26.47507108  1.20661052249e+23
21.11016594  33.19989273  37.69578049  1.05004260295e+23
50.20543638  1.43997849  53.92329074  1.71476515946e+25
23.77176548  36.05279368  30.89697878  8.24964879365e+22
21.28703107  34.01901664  37.1087356  9.65627729998e+22
63.84953696  51.4077281  57.8818868  1.69906358089e+25
15.27604874  34.10485193  30.1196537  1.22963489242e+23
20.57936748  32.64568882  37.26203677  8.87924925905e+22
20.10631421  30.56723714  26.98194625  1.26122944376e+23
16.91546757  30.73417479  37.12185472  7.45555226618e+22
20.54154571  29.0767534  30.80733988  8.47319809048e+22
20.90802941  29.32521999  30.26645077  8.95583916623e+22
19.63313101  31.61194315  29.51947698  9.3487307713e+22
15.11738486  33.65172383  30.57491133  8.2006063362e+22
18.4677117  32.50365378  27.58194735  9.67370428732e+22
6.98866261  50.3443609  25.60849081  3.61224892541e+25
44.24057073  44.981969  30.36070796  3.05785914159e+25
21.11280566  32.95184693  37.05029091  9.53095269593e+22
20.34013496  29.90951379  26.70970827  1.12737427633e+23
21.05234449  33.64971903  37.40089393  1.45718347128e+23
20.0503039  30.35121896  26.64188642  2.00918954224e+23
17.18895965  33.69734848  28.44818549  1.19874828635e+23
20.62699961  37.26309772  26.63007049  6.37067375277e+23
19.80527349  30.75056236  29.60774003  8.97905137963e+22
16.33005867  32.83362513  35.70556412  7.66419024887e+22
47.07833244  54.22239136  23.87698914  2.70963540844e+25
20.49222838  33.30893638  38.56993653  8.95740347025e+22
19.80881865  32.36621127  28.78147114  1.19347989877e+23
21.73163775  36.01885673  30.42517211  8.5136400295e+22
27.64609646  33.34993573  35.52981331  7.08131443209e+22
28.2329456  34.77183151  31.46943935  7.42293329645e+22
24.40208535  34.9772471  33.41324604  8.14405352263e+22
15.92585936  31.79955951  30.40811649  8.17655156117e+22
18.01314205  26.89258803  30.93032889  7.46129961919e+22
21.27278869  30.25584562  30.83884894  8.53841624124e+22
20.00019631  29.91324602  26.603641  1.19985370396e+23
20.23053466  31.81215728  30.77623806  8.88515369169e+22
21.2962004  33.23057614  37.565822  1.06964789348e+23
19.93147395  26.71031933  32.0466693  9.60252938922e+22
20.53296924  31.84274269  34.38952551  8.36356018462e+22
24.96225777  37.53748223  31.01533187  7.85390450937e+22
21.81945864  32.57019884  33.2410092  9.5942862244e+22
22.30123036  29.13900995  27.03171921  8.52980801176e+22
17.34912884  34.01800549  32.63145971  8.24183642485e+22
19.56493438  31.48488578  28.01415918  9.69728004301e+22
20.29764528  35.13106427  37.99853438  8.01550003709e+22
21.47220639  29.488903  36.5740922  7.77755689014e+22
19.7896079  25.89826574  32.91885971  7.3620822975e+22
20.9669251  25.71568646  34.59186931  7.43614436246e+22
21.50930541  33.75379175  29.63299776  9.56730715033e+22
25.15465135  28.10920337  31.78134414  7.26744865878e+22
0.69986677  11.11895245  50.78995866  2.25448389265e+25
22.7131546  28.33626053  30.02975166  7.86134498211e+22
21.12507618  33.62350208  37.00746145  1.00816870791e+23
30.56804399  5.96387035  49.38728445  2.16755460422e+25
21.82749171  33.17093813  36.73077965  8.69586835436e+22
24.78316944  34.53677637  31.05191458  8.03011644285e+22
21.17036104  28.02783632  33.02931967  7.8945595577e+22
21.46811951  33.93347115  36.77310177  8.96963469138e+22
20.73157647  29.31626977  30.34014561  8.7267074308e+22
19.89077762  29.82236363  26.86568956  1.12288154147e+23
24.31973115  38.42540623  30.7406146  7.89820652851e+22
18.465249  31.84617837  27.87266477  9.47924061873e+22
22.28084224  34.59630339  37.82464927  8.19750036139e+22
20.75728021  29.9997232  29.5395328  8.88716736703e+22
18.02305349  36.35696983  29.52194017  8.50877880299e+22
19.75892019  27.16321822  30.52303573  7.78251492907e+22
21.23286788  27.12809601  35.6184021  7.27117579802e+22
20.06678603  30.35461153  26.5779906  1.62219755984e+23
17.63302355  33.43008661  35.81032658  7.85301077608e+22
16.01613307  32.68094945  29.92567411  8.4077951607e+22
20.98252388  32.89174369  36.82982478  9.07003633973e+22
19.33638276  32.1150647  39.02317619  7.7914435587e+22
18.69969224  33.69409373  35.02364515  8.02300851329e+22
18.34444214  27.34705788  30.50639175  7.56132286458e+22
24.38594395  33.54331899  27.92727134  8.19607815144e+22
54.64969801  58.11781512  31.77938396  2.30120332425e+25
20.87744815  34.6161358  28.21675307  9.19552638165e+22
21.98599219  32.86812191  34.67561533  8.46982170779e+22
21.86256149  31.28915118  33.33873585  8.3056663093e+22
19.57185847  32.15829857  28.30129076  9.87698468874e+22
19.704707  33.91987521  39.02796693  8.05302615731e+22
22.49951222  38.76012009  33.25062365  7.7799295852e+22
18.78269572  28.86804008  36.77586078  7.45098840397e+22
23.87604918  39.17921616  27.60243457  6.80702266074e+23
23.2899855  35.01770938  38.28601016  7.50809719824e+22
21.35690887  30.97804698  23.85825348  1.2870030258e+24
14.03513347  29.66284601  33.97035871  5.38447853921e+23
21.56956792  31.41988353  37.93367282  7.89292883645e+22
19.3857741  30.03653662  39.52763538  7.26419755552e+22
13.70051949  45.5258118  16.80836363  5.79835071903e+25
18.16164013  26.56940503  33.52957408  7.15931796191e+22
22.37113899  33.8138604  30.01728565  9.82518574999e+22
22.00306235  32.88055894  34.81366199  8.425825757e+22
37.1689836  54.21501541  23.80190563  2.86934856386e+25
21.41418093  29.67653708  30.75610164  8.3234604099e+22
26.22018206  34.14937246  32.72208045  7.51837939017e+22
23.18440996  34.1859909  32.94559491  8.19541233705e+22
24.60068342  34.95838343  33.48161257  7.86380838202e+22
21.70620263  33.25617009  35.20996998  8.37559502836e+22
20.25812551  29.86191814  26.26252669  1.05856817608e+23
15.48002788  31.66144564  31.18720487  7.79262265047e+22
19.16709682  31.93291184  27.72698462  9.60889174216e+22
21.26956072  31.19519471  34.70485372  8.27481965538e+22
21.56884782  28.22990631  33.6176962  7.64371596737e+22
22.50981335  34.37638938  36.82264129  8.08329553078e+22
22.17919973  33.1442632  35.81363915  8.21178253055e+22
15.60875452  32.96161524  29.81564665  8.27643623172e+22
6.28972473  15.536026  2.98795391  2.03729995297e+25
23.28789812  34.28961462  33.42225424  8.06664846137e+22
46.3305223  20.53637152  34.69486179  2.69180595763e+25
19.99156634  32.56888467  29.31771158  9.74608569173e+22
17.75510288  33.67879293  29.71255947  9.35444650297e+22
19.88158979  33.53386976  28.1523925  9.18256812996e+22
22.08596437  29.21834853  27.45176597  8.38838175574e+22
17.64976073  27.1239678  34.38960288  7.78032297884e+22
16.20616191  31.5624573  30.56967091  8.02561599133e+22
25.82438995  32.73784298  37.44374573  7.01488865174e+22
20.31096763  30.34357043  37.57237658  7.98330250301e+22
43.35361164  63.06660732  58.49804958  2.03187418519e+25
17.41177682  28.86191903  37.21663838  7.19016529703e+22
17.18437586  33.53109609  34.04243607  7.83255347319e+22
27.7944441  34.49189926  31.81105657  7.2875154527e+22
15.15406418  33.40319088  30.99906054  7.95564347241e+22
19.97228689  30.29773296  26.75010917  4.52170887108e+23
20.6828198  29.36994063  30.3545387  8.61224356389e+22
19.99477493  30.02922578  26.86312548  1.34919944057e+23
19.88817823  33.64612818  38.75730062  8.57017424234e+22
20.95311356  29.70025351  36.30536305  9.72581905364e+22
20.55098382  29.27170473  37.31335322  7.53759120111e+22
17.14388132  33.95894947  28.43807619  1.11042112462e+23
21.26147216  34.18952013  38.74667093  8.0278034374e+22
21.666524  34.36178784  37.57040266  8.69836935891e+22
19.76562686  26.61982856  32.11782105  8.28896714592e+22
21.45426185  31.44256772  34.90383356  8.35099501938e+22
24.51609872  36.80941563  33.49805648  7.58767212562e+22
21.43340704  34.42433556  28.80249451  8.89637872908e+22
19.4008284  31.01745261  28.12420464  9.35623905774e+22
18.10175756  34.44344772  27.59931765  8.97727295027e+22
22.07719728  32.83622088  31.05483398  8.71915943338e+22
17.53593907  34.30329385  37.32960763  7.91798455728e+22
22.76062576  32.71980294  31.67176196  8.40663046251e+22
21.20078697  29.08283331  31.00750198  8.13365211848e+22
16.59274616  32.9209705  28.55846071  9.22028092143e+22
41.36492965  27.83853311  26.73763754  2.94722412131e+25
18.58232974  32.88291734  40.34987762  8.71761423752e+22
20.70877135  26.34021197  32.9408187  7.33416623163e+22
28.52348254  33.47650477  29.30642619  1.73249870852e+23
16.03975847  35.20861311  36.93422627  4.57530079637e+23
22.12464624  29.08030313  26.89617917  1.05770183478e+23
17.33180854  33.79929075  38.12647477  7.41599899552e+22
19.79206388  26.64406243  31.91948098  8.79970286482e+22
21.03848919  31.2143116  35.59526292  7.98242769905e+22
23.49639242  31.69660308  32.62726714  7.89025232255e+22
17.77788285  32.01815414  28.98184415  8.84650869489e+22
25.44869378  34.19935979  29.80875529  7.79056181759e+22
21.78991885  22.44363181  46.98478396  2.8543096473e+25
20.26887894  26.96419468  36.22126325  7.01949212221e+22
16.11623043  32.27765015  36.60621916  7.2721494299e+22
20.77179947  26.63463056  33.83344326  7.39191992277e+22
25.29741544  34.1637555  37.18785477  7.10963785205e+22
28.04742495  33.70474561  34.01598803  6.96325222289e+22
20.49378996  31.91318192  30.62936468  8.69132167989e+22
27.72929278  34.91555969  29.1553445  7.41920505059e+22
23.94622347  34.36647063  34.93429199  7.63993733504e+22
20.58485421  37.69309722  34.44496685  7.66083811537e+22
22.8360631  30.67339611  32.78097801  7.84324145908e+22
21.42405372  33.87487479  37.05781392  9.34455204967e+22
18.81142725  32.91630596  28.4584041  9.36564675811e+22
25.91615925  37.01970484  30.01232212  7.59775906746e+22
18.28808742  32.68701538  27.53011276  9.27318014795e+22
20.5684246  34.5174291  27.87296064  9.95859894376e+22
52.06576749  43.99109184  35.21418062  2.57640186728e+25
22.92982799  34.23460847  32.68920567  8.2258173825e+22
21.87542803  28.61534727  39.02060158  8.67772695511e+22
18.30278899  27.8678497  35.79923248  7.07928181851e+22
20.90325449  29.50670912  30.09810418  8.88798163047e+22
23.57957428  35.25536666  34.99870239  7.61978395143e+22
21.72890018  31.86673531  35.10037386  8.11453601843e+22
20.25010961  32.01630331  28.78737221  1.00140075839e+23
16.32083251  30.65886339  30.90777156  7.69853789036e+22
20.02085533  33.8999434  38.86822917  8.1735000665e+22
19.78379843  27.92505954  39.38664981  1.02653452417e+23
33.46110641  24.16562609  63.56929885  2.0766204078e+25
21.09026882  32.88094511  36.96917934  9.24819072372e+22
18.24920324  36.95865139  28.65914752  8.36969715986e+22
17.13807999  31.12817198  30.78894241  7.96496045728e+22
17.50594107  33.55388982  30.535139  8.45172533225e+22
15.72386703  22.99151444  45.4954409  2.99217282372e+25
51.25128843  46.96663114  57.08726467  2.03737926623e+25
19.89818718  29.83796336  26.83116266  1.62889800983e+23
22.36736548  32.97323227  31.69635182  8.4750669921e+22
26.81743868  36.76860836  35.58734558  6.94289488247e+22
30.92275162  59.19138938  0.59381004  2.13861139848e+25
16.06639554  31.39437901  30.96925287  7.77524791111e+22
25.6922435  19.23631228  21.17091447  2.92775648734e+25
20.76897771  30.19324717  38.64405798  7.56518201437e+22
22.10068275  27.89313037  30.28613818  7.58944324889e+22
19.87095105  27.09970878  30.43751162  7.52344670482e+22
17.7398142  36.30188445  35.77197942  7.47035931598e+22
21.84858212  32.7367545  32.87103724  1.17025569289e+23
21.24393179  31.38023756  34.57172292  8.18389733575e+22
21.74448024  29.10101049  29.80240125  8.01274551942e+22
21.51654613  32.56846717  31.02052726  8.64168098056e+22
16.97987591  33.96975219  28.39730118  1.12154984155e+23
20.00965679  30.40405996  26.70416828  1.97127226319e+23
19.67489824  29.76948175  27.07927742  9.94373552014e+22
21.17705832  27.99567499  34.93456891  7.3473025337e+22
25.34832215  28.79064004  30.26605733  7.17403556586e+22
21.11613033  32.76118677  35.91638573  8.16410866149e+22
21.81308469  35.28286855  38.12204344  7.58629226411e+22
20.39708864  31.97922449  32.68063533  8.95205159905e+22
56.3535933  2.20328375  34.83933567  1.95127919932e+25
20.10713291  30.24975812  26.63007921  1.73004688993e+23
21.80326373  35.51186458  30.30135345  8.27398827154e+22
19.32867482  30.53962938  27.91064638  9.19066858396e+22
14.94020964  33.7974713  32.60191099  8.96526263381e+22
26.18320616  36.39656393  29.37685646  7.54731367843e+22
20.62501115  33.51800682  26.80585103  8.62285016479e+22
25.65008332  17.32012789  62.84004  1.98242589443e+25
22.71525964  29.85995953  22.96001063  7.42828639454e+23
16.86227643  33.72806636  28.52496052  1.3491286248e+23
26.60954809  33.9356375  29.589995  7.44277922322e+22
19.13615633  31.77637216  27.97254753  9.32434052913e+22
19.12760484  30.67101  26.83418185  9.59728092171e+22
20.18233453  32.65090002  31.23316665  8.44153581975e+22
20.78594093  30.65363017  37.61746254  7.78014893483e+22
42.34684913  38.12162412  55.96598115  2.19023206966e+25
21.83629337  32.85886691  31.94188309  8.52629863238e+22
20.49932416  32.39967576  29.18558884  9.35084870109e+22
59.27444691  20.65495915  5.71915132  2.50927277659e+25
16.75345097  33.60429178  28.64081367  1.09548893062e+23
19.95389855  32.3921834  28.86572172  1.39345160096e+23
25.90986193  33.89298879  38.22137818  6.77196949776e+22
21.23401762  32.18199923  34.60992787  8.17221697875e+22
21.81755712  33.33276105  29.75244502  9.59429655601e+22
16.33994598  30.52451354  30.82539205  7.59614462882e+22
20.77543979  25.72633431  34.699719  6.94352695634e+22
29.5119295  39.24308321  14.77109308  4.57564074559e+25
19.97662904  28.34255646  28.14373986  7.93639373899e+22
16.64984023  36.05118713  35.10099653  7.386983992e+22
17.67830871  33.77787018  29.95532062  8.58545149169e+22
16.41314011  30.14574811  31.08631075  7.67538674045e+22
16.98814359  33.32961323  28.35217244  1.0758810729e+23
19.11180023  36.32666463  38.60105857  7.88618428445e+22
23.8899698  35.93185056  34.98864172  7.36496702999e+22
17.79579865  36.31494026  35.6616951  7.40993536911e+22
20.86108201  35.75816827  27.43359833  8.43782608404e+22
21.99595861  32.78438368  32.20651345  8.51863085741e+22
20.64992897  26.75537696  35.37844717  6.95576914486e+22
17.1274533  36.33192744  35.18610655  7.42055276677e+22
20.61543733  31.00540707  24.92416504  1.40535108952e+23
18.41096464  31.13200732  40.33411073  4.28323570516e+23
20.62840436  34.33520854  27.65485703  8.68545965097e+22
41.2594723  12.42251585  39.96771959  2.29077428927e+25
22.3135802  32.81738011  31.66415262  8.44809346757e+22
20.15714874  27.67256987  30.36541587  7.58378370059e+22
22.4454864  29.16570506  27.09668633  8.04491449745e+22
14.49661194  48.35221044  19.05895922  4.31359231517e+25
10.18349755  53.14634576  30.72554898  2.99097153982e+25
16.86864694  30.41738058  30.68290748  7.63988145804e+22
19.84391875  26.59545571  32.20914273  7.85026099664e+22
20.67217797  30.36988615  26.75768942  1.00134608858e+23
18.75323997  30.80597272  26.73643672  2.64486399127e+23
35.68041009  45.30526671  48.11643516  2.51229846975e+25
15.02393579  33.63370198  37.12026488  1.22545588671e+24
29.00309463  34.95774443  30.76828459  1.884864134e+23
17.66595139  34.89637822  27.75960371  8.60222226782e+22
21.73157063  31.99963686  35.28853049  7.91645212235e+22
26.17325281  28.29227519  30.70938697  6.88037781836e+22
18.84975536  37.886142  33.93732643  7.50571215676e+22
17.38264278  30.92649802  30.10256128  7.91838003864e+22
22.32323526  28.39197973  39.70199359  3.77151786013e+23
22.13327512  33.32288343  35.43194181  7.91131624972e+22
18.01854247  34.23989415  31.74761308  7.96570567318e+22
20.18529773  32.48370356  28.6859713  1.01507802853e+23
23.14516885  34.38591124  29.32528575  8.22654885717e+22
21.6506905  33.36234895  34.03610846  8.0735774599e+22
20.46119887  30.10199008  29.70332584  8.51640576317e+22
25.51767406  30.71923501  27.15767011  1.1902089741e+23
55.4605689  51.18754096  30.16362551  2.38877277354e+25
17.89203575  34.84139832  29.51699348  8.38293931831e+22
24.64452699  35.4538145  38.35340665  6.82922350059e+22
19.79497787  29.87879657  27.2348881  9.90777994218e+22
20.47606318  27.78850168  38.9377285  1.19281734549e+23
22.09937553  29.24225365  27.45913427  8.06259215552e+22
20.91184782  32.81105956  28.28443811  8.798059622e+22
20.16863886  33.36335474  38.88433218  8.77241219429e+22
20.98301825  43.44603236  30.4769037  4.4739702218e+25
17.70931476  28.18518284  36.36564772  6.8116899447e+22
17.44802171  33.77482612  30.99830701  8.22337995905e+22
20.47544308  30.07122413  38.42324437  7.94901296867e+22
19.72212037  61.70611093  3.21167849  2.20929950724e+25
18.84758294  32.26763286  27.63096457  9.13748389641e+22
21.92470793  32.67020436  35.06884762  7.92268801575e+22
19.63600685  33.61483183  39.25255063  7.59249085073e+22
21.03889186  33.43014031  37.25890231  1.12432741798e+23
21.18807006  27.91696938  35.12029012  7.14320347856e+22
20.36130485  28.15221766  38.78387448  9.22468572715e+22
24.3440613  38.31018267  31.71173668  7.38490785698e+22
17.06635215  32.61536975  37.67496356  7.11575260491e+22
21.61202944  32.63011219  34.16338195  8.07487682162e+22
19.09486178  38.62448072  34.03195399  7.41124462962e+22
22.52484383  32.07461746  27.47916069  8.17203053656e+22
21.58978309  40.15635922  14.2779336  5.42107863045e+25
18.755902  35.06522815  28.34005922  8.40747572292e+22
16.10871611  31.16083341  31.00966778  7.50061096347e+22
22.72155647  39.78049114  30.64630416  8.08228387447e+22
19.70933639  32.39142109  28.72695419  1.01660256177e+23
22.98745234  34.24437811  35.90994786  7.57728747038e+22
25.37094784  34.81040392  28.76547547  7.57907386742e+22
20.17573635  30.3160354  26.61889395  1.45744750994e+23
27.40968892  2.49598481  0.18321551  2.10517753287e+25
21.9611815  33.78595121  30.06014701  1.10618425064e+23
21.51799011  27.72637932  30.75971741  7.43716142861e+22
22.14334201  33.63659128  29.91772667  1.18451385658e+23
21.6732118  30.75015295  24.94631875  1.97979740836e+23
22.02434419  33.51127765  35.55323029  7.83480945025e+22
17.65970102  31.1269002  29.80224499  8.00982850934e+22
22.3426342  33.44604874  29.9206133  9.38240386132e+22
18.34933337  32.83871472  27.99282813  9.06789235465e+22
20.20502995  31.78992493  37.80158115  7.81522486434e+22
18.66407547  26.42117395  30.89989912  7.17367008212e+22
28.66316062  33.67421266  15.21015586  4.21897677739e+25
21.74705347  30.67185478  39.32868838  6.92518824596e+22
20.60539191  31.88771637  37.83628983  7.92226135043e+22
20.22552905  30.12533882  26.67146278  1.28152756547e+23
27.66726451  29.47464005  17.01285049  3.41183440804e+25
16.76498618  33.49419983  28.17309936  1.08407592298e+23
25.58556812  33.97997169  38.89125569  7.83056671758e+22
20.17334491  27.28074048  28.56481046  2.07895910154e+23
20.28027968  30.25472212  26.78608418  1.29226063503e+23
21.9869259  34.58045316  28.03852993  8.22091793937e+22
17.90443545  33.7931899  28.40419647  8.96788159584e+22
22.20254046  37.84441846  29.80907917  7.74748797622e+22
20.4304881  32.11302821  32.67529395  8.24794135521e+22
16.49107176  33.86046746  28.13816802  9.45245577521e+22
16.79149597  33.17461684  34.28181024  7.33646246917e+22
20.2270162  32.71669254  29.62716018  8.77961844193e+22
24.74546502  36.09270561  30.37445287  7.48704415827e+22
23.35396518  34.04711702  31.08811205  8.04718186703e+22
19.40546001  27.37912676  30.06114963  7.28426128823e+22
23.29048816  27.9487452  29.59691205  7.17667206566e+22
18.85902491  35.14291914  28.25728994  8.31972571317e+22
22.14926333  32.49092047  37.60006257  7.65757813304e+22
22.91244858  34.93020556  40.86391547  7.9210832631e+22
60.23492458  55.4610998  25.52265299  2.06409881485e+25
27.66941967  32.84506543  34.02372411  6.67127620081e+22
19.62922075  30.16000727  33.50019336  7.47683499353e+22
20.8298586  29.54401764  30.17536177  9.59913083515e+22
19.09964355  32.94329275  40.33956539  8.14813740233e+22
19.65637811  26.67717847  31.89260989  7.8955615812e+22
21.07316696  31.21362495  24.50991958  4.8679107393e+23
16.83936563  32.60101416  29.3281722  8.31404131291e+22
17.04352906  29.25078366  36.7508871  6.74357688579e+22
21.02977991  33.48264099  37.51208496  1.42313972068e+23
18.06329956  35.82661833  30.39696599  7.90029390902e+22
17.63281219  36.0783903  28.70715348  8.10675000076e+22
24.95662874  39.25829235  34.53648949  6.86433307313e+22
19.81784248  27.83546582  37.50197735  6.72440041965e+22
18.58083364  32.16988076  27.55475349  8.92621895938e+22
16.15537115  31.39060844  30.80793233  7.49790696652e+22
20.68990271  35.92964545  27.3490097  8.39050793673e+22
21.19064471  29.41261966  29.40068115  8.00162981814e+22
26.8355313  33.69863279  36.43190016  6.59466566317e+22
16.85363921  34.00942041  28.31325147  1.03892712616e+23
17.39216446  34.2981465  36.99256385  7.76705493001e+22
24.3859575  27.53362404  36.78400212  6.3937094206e+22
17.82993522  27.33996145  36.25199479  1.05099619459e+23
18.62034476  32.4248643  27.68667543  8.98568761076e+22
17.82953704  34.05906928  33.86132589  7.47086382916e+22
21.99610843  33.59552911  29.94683512  1.88578942626e+23
31.79815103  27.61899712  54.82600877  2.29501953269e+25
19.45545597  32.01775978  25.07431211  1.10222760413e+24
21.6193629  30.73818097  34.55492619  7.53729762086e+22
5.37565898  41.42426004  1.87283135  2.22345185594e+25
20.33080661  33.47776601  39.16988113  7.76543764406e+22
7.31592496  47.03854752  22.98382451  3.90835906178e+25
25.92627696  34.00804438  29.70262834  7.30008645367e+22
24.71716836  34.97467182  28.45655647  7.58691976962e+22
21.11782416  32.19363206  36.51658139  7.79205630382e+22
16.73584963  34.3782778  36.63762821  7.12268213177e+22
24.97911619  35.12938029  28.18295377  7.53132293068e+22
16.79042961  33.63333936  28.07600669  1.05275291185e+23
26.59123359  28.32317133  30.367451  6.65483225522e+22
20.14214158  30.6907762  27.18239036  1.42733962729e+23
17.94937046  29.10012533  30.66500345  7.34080591443e+22
21.15645381  33.45447803  37.38760613  1.53319452361e+23
18.99895221  31.43199058  28.03729578  8.8227881591e+22
17.097727  34.7738801  36.72510928  7.15600678483e+22
19.60433637  32.53659684  28.76992985  9.44968583856e+22
24.46740655  26.59712595  35.09422893  6.36270392298e+22
20.25556789  29.54814114  27.01343557  9.15744843044e+22
18.82976471  30.64674572  29.40429408  8.10797629158e+22
21.59733398  30.77179627  24.65234112  1.71627551089e+23
18.78253412  27.13131309  30.10283764  7.13360024566e+22
22.07833824  38.74502691  37.37774251  8.95728187199e+22
20.53414439  28.72792904  30.98894839  7.70127759676e+22
20.80807304  26.11748103  34.18308489  6.9826965983e+22
21.20390681  34.29341399  37.19195042  8.33023007875e+22
19.99661571  30.28272149  26.29848526  1.11959981594e+23
21.25734749  30.39285651  32.89156501  7.55420831675e+22
38.88871504  49.88288687  5.62531616  2.36406081149e+25
25.25346923  38.09843249  31.75457257  7.09512176033e+22
0.89214695  32.38753011  51.17591513  2.3375803173e+25
21.57864373  30.34528864  33.81600071  7.45941871238e+22
47.0767148  11.70248957  56.12388762  1.7466457967e+25
22.1312  34.84202617  38.21886701  7.34828164675e+22
16.77405214  30.75775174  27.57568912  1.70898135155e+24
23.94241823  33.43966992  30.93438477  7.62758331584e+22
15.40976827  42.11874237  20.81619119  4.3164866321e+25
40.53456351  13.20081132  47.80640517  2.10940234546e+25
26.8474305  27.21372384  0.89862317  2.34983772153e+25
16.64723064  33.07450133  28.30592305  9.04313001337e+22
20.20435276  32.29214874  28.66000625  9.98531514762e+22
19.11185586  30.85788802  27.8954515  8.75721451375e+22
21.0285346  31.71661385  37.27091681  7.59161862085e+22
19.11950609  38.72988251  33.08656679  7.34489096013e+22
18.22872326  34.89271386  37.17118402  7.19968423861e+22
22.18504561  33.1029492  37.4105467  7.79853003366e+22
19.82673194  27.39852084  31.32177441  7.29552862507e+22
24.11876007  36.57663105  35.26699928  6.96372074297e+22
60.16078274  5.9958891  28.47556857  2.65550115855e+25
23.71021059  62.06767124  1.73030216  2.05913052234e+25
21.13145147  34.51827989  38.66365746  7.43223714375e+22
21.62921973  31.35881216  33.51458623  7.69536168952e+22
20.12854528  31.23196343  37.84729249  7.65240376668e+22
20.88586462  26.35070055  34.28878708  9.26499643061e+22
20.69738101  26.97268169  33.54068987  6.94635635107e+22
26.34744189  36.38714043  35.80393502  6.60666932005e+22
51.76530537  36.26922336  33.58164466  2.43789455981e+25
23.0442514  35.6769386  31.65318317  7.53038339377e+22
20.16783787  30.43792309  26.70428566  1.39251541889e+23
18.20534214  9.96368613  52.56384756  2.07891423766e+25
51.69287531  34.63484569  5.96615305  2.15860464555e+25
19.83942299  32.65489642  28.54149551  9.27512363347e+22
20.44884742  30.05637048  38.31809507  8.55626064436e+22
22.76020898  29.22966111  26.71372631  7.69315067284e+22
16.94931006  33.4473684  28.3911467  1.15833966518e+23
21.68304894  33.60625537  26.29641578  8.0276434707e+22
20.99889465  31.78459975  34.1289934  7.73793457152e+22
23.40050014  33.87386042  31.06727673  7.79173189495e+22
18.17853179  28.90550129  34.11621691  6.93937108762e+22
21.25414405  33.56451963  37.57532084  1.28680481003e+23
21.15905964  33.71108598  37.33260812  1.16016317318e+23
20.24152279  30.38944161  26.54047124  1.29286586605e+23
19.85884125  30.46160226  39.48758846  7.44470845835e+22
18.72277899  32.05207221  27.62185927  8.87863108338e+22
20.77097714  28.38536184  31.69636312  7.37874255175e+22
23.56773124  40.89448902  29.02628651  1.95433681771e+23
24.76929564  19.33117256  20.09355164  2.75816788191e+25
18.74873747  30.91765566  27.1136521  9.69526309485e+22
22.51691151  34.60985343  38.24641005  7.2251355795e+22
22.26987637  32.80293627  36.71012833  7.60144904149e+22
19.01687039  37.94433524  34.33795693  7.17533297389e+22
28.12149241  13.2759941  15.3292355  2.34087888295e+25
3.57871026  39.35132494  60.28444268  1.91051924693e+25
21.45407468  57.91056043  1.12722798  2.16679821562e+25
22.18215949  33.58449994  29.76024439  9.7056824856e+22
19.94763607  32.28554291  28.83131858  2.25484008162e+23
27.06679493  37.78560024  32.9460866  6.7131037351e+22
21.71883336  29.4209066  28.15505692  7.90107577866e+22
20.3424608  30.30847468  38.2368915  7.55849393484e+22
44.88955623  52.70797853  5.85673118  2.12846212743e+25
10.62072207  46.2905387  22.27186658  6.34797186291e+25
21.39068178  31.20241857  24.54404099  4.19346299298e+23
59.3272411  9.87379953  17.62164239  1.92058436225e+25
23.78179423  34.72285112  34.19363764  7.26217930114e+22
17.47120433  28.84528775  35.0495032  6.7299211752e+22
23.25741403  28.76067976  31.12790469  7.08615983174e+22
21.61616294  33.2876397  37.31052844  8.74166917893e+22
40.91013968  14.36764212  49.19152114  2.09590468245e+25
20.64140164  29.48830084  36.28230662  7.31129073877e+22
19.03081137  32.4060607  28.03714854  8.81447161388e+22
15.41954524  32.17532653  30.06250946  7.41636640606e+22
23.21260797  34.39906804  29.30553077  7.85473816849e+22
20.16721876  26.02614085  33.38538086  6.69422785438e+22
21.56443094  32.48243217  33.05957515  8.8733681802e+22
21.91965267  32.62396905  31.0074495  8.08818956106e+22
21.54902353  32.00664686  35.62188419  7.53719821086e+22
4.33060041  49.02825914  39.31387258  2.68643855953e+25
54.72535232  5.33705818  43.8803631  1.77250707096e+25
19.74446861  36.7592202  34.58925296  7.19617049576e+22
21.8327169  35.20551559  27.58197128  7.88100490427e+22
20.35118832  28.22604903  30.99103742  7.57690743778e+22
21.09581957  33.50142264  37.53790274  1.6347524901e+23
37.82758901  5.78714637  2.09330236  1.84432382703e+25
19.08945676  32.23946501  28.01631493  8.82180033819e+22
20.98443417  33.09664105  37.88052417  8.78419467528e+22
19.57895481  32.0616708  28.09908056  8.97312229654e+22
19.63083096  30.20752664  38.90973244  6.92146553661e+22
17.35431218  34.02917308  32.85403508  7.44625088528e+22
5.0815679  55.44666881  30.70592892  2.55204489795e+25
20.50017584  32.32226478  28.6593803  8.99648425449e+22
